"","Kecamatan","Kab.Kota","Kelas.Baik","Kelas.Rusak","Lab.Rusak.Ringan","Lab.Rusak","Perpus.Baik","Perpus.Rusak","Toilet.Guru.L.Baik","Toilet.Guru.L.Rusak","UKS.Baik","UKS.Rusak","Toilet.Guru.P.Baik","Toilet.Guru.P.Rusak","Toilet.Murid.L.Baik","Toilet.Murid.L.Rusak","Toilet.Murid.P.Baik","Toilet.Murid.P.Rusak"
"5050","Kec. Merauke ","Merauke",98,64,11,11,7,5,7,9,7,9,7,9,7,9,7,9
"5051","Kec. Muting ","Merauke",18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"5052","Kec. Semangga ","Merauke",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5053","Kec. Tanah Miring ","Merauke",22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5054","Kec. Jagebob ","Merauke",9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"5055","Kec. Pantai Timur ","Sarmi",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5056","Kec. Sarmi ","Sarmi",27,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"5057","Kec. Bonggo Timur ","Sarmi",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5058","Kec. Waris ","Keerom",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5059","Kec. Arso ","Keerom",35,1,1,1,4,0,2,0,2,0,2,0,2,0,2,0
"5060","Kec. Skanto ","Keerom",20,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"5061","Kec. Arso Timur ","Keerom",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5062","Kec. Arso Barat ","Keerom",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5063","Kec. Teras Terunjam ","Muko-muko",0,9,2,2,0,1,2,0,2,0,2,0,2,0,2,0
"5064","Kec. ","Muko-muko",56,4,1,1,3,0,4,0,4,0,4,0,4,0,4,0
"5065","Kec. Pondok Suguh ","Muko-muko",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5066","Kec. Lubuk Pinang ","Muko-muko",17,1,1,1,0,1,2,0,2,0,2,0,2,0,2,0
"5067","Kec. Air Rami ","Muko-muko",11,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5068","Kec. Malin Deman ","Muko-muko",4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5069","Kec. Sungai Rumbai ","Muko-muko",12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5070","Kec. Teramang Jaya ","Muko-muko",9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5071","Kec. Penarik ","Muko-muko",11,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"5072","Kec. Selagan Raya ","Muko-muko",10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5073","Kec. Air Dikit ","Muko-muko",0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5074","Kec. XIV Koto ","Muko-muko",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5075","Kec. Air Manjunto ","Muko-muko",5,14,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"5076","Kec. V Koto ","Muko-muko",1,5,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"5077","Kec. Kepahiang ","Kepahiang",3,34,3,3,1,2,1,1,1,1,1,1,1,1,1,1
"5078","Kec. Bermani Ilir ","Kepahiang",10,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5079","Kec. Tebat Karai ","Kepahiang",4,9,2,2,0,1,0,2,0,2,0,2,0,2,0,2
"5080","Kec. Ujan Mas ","Kepahiang",7,4,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"5081","Kec. Muara Kemumu ","Kepahiang",3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5082","Kec. ","Kepahiang",0,11,3,3,1,0,0,2,0,2,0,2,0,2,0,2
"5083","Kec. Merigi ","Kepahiang",49,17,4,4,1,1,5,1,5,1,5,1,5,1,5,1
"5084","Kec. Talo ","Seluma",22,22,2,2,0,1,1,1,1,1,1,1,1,1,1,1
"5085","Kec. Seluma ","Seluma",23,3,0,0,1,1,0,3,0,3,0,3,0,3,0,3
"5086","Kec. Sukaraja ","Seluma",20,0,0,0,2,0,0,1,0,1,0,1,0,1,0,1
"5087","Kec. Semidang Alas Maras ","Seluma",20,7,0,0,2,0,2,2,2,2,2,2,2,2,2,2
"5088","Kec. Semidang Alas ","Seluma",18,2,0,0,1,0,7,0,7,0,7,0,7,0,7,0
"5089","Kec. Ilir Talo ","Seluma",6,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5090","Kec. Seluma Selatan ","Seluma",4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5091","Kec. Air Periukan ","Seluma",17,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5092","Kec. Talang Empat ","Bengkulu Tengah",11,32,4,4,2,1,1,2,1,2,1,2,1,2,1,2
"5093","Kec. Karang Tinggi ","Bengkulu Tengah",15,0,1,1,1,0,3,0,3,0,3,0,3,0,3,0
"5094","Kec. Taba Penanjung ","Bengkulu Tengah",7,5,1,1,1,0,0,1,0,1,0,1,0,1,0,1
"5095","Kec. Pagar Jati ","Bengkulu Tengah",0,13,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5096","Kec. Pondok Kelapa ","Bengkulu Tengah",44,1,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"5097","Kec. Pematang Tiga ","Bengkulu Tengah",6,0,0,0,1,0,0,2,0,2,0,2,0,2,0,2
"5098","Kec. Pondok Kubang ","Bengkulu Tengah",3,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5099","Kec. Enggano ","Bengkulu Utara",3,3,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5100","Kec. Kerkap ","Bengkulu Utara",2,20,2,2,0,1,0,2,0,2,0,2,0,2,0,2
"5101","Kec. Arga Makmur ","Bengkulu Utara",4,63,6,6,1,4,1,5,1,5,1,5,1,5,1,5
"5102","Kec. Lais ","Bengkulu Utara",10,15,0,0,0,1,0,2,0,2,0,2,0,2,0,2
"5103","Kec. Padang Jaya ","Bengkulu Utara",19,1,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5104","Kec. Ketahun ","Bengkulu Utara",20,3,0,0,1,0,5,1,5,1,5,1,5,1,5,1
"5105","Kec. Putri Hijau ","Bengkulu Utara",9,16,4,4,1,1,0,2,0,2,0,2,0,2,0,2
"5106","Kec. Air Besi ","Bengkulu Utara",2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5107","Kec. Giri Mulia ","Bengkulu Utara",0,12,0,0,1,0,0,2,0,2,0,2,0,2,0,2
"5108","Kec. Hulu Palik ","Bengkulu Utara",0,10,2,2,0,1,4,0,4,0,4,0,4,0,4,0
"5109","Kec. Air Padang ","Bengkulu Utara",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5110","Kec. Arma Jaya ","Bengkulu Utara",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5111","Kec. Ulok Kupai ","Bengkulu Utara",4,8,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"5112","Kecamatan Marga Sakti Sebelat ","Bengkulu Utara",3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5113","Kecamatan Pinang Raya ","Bengkulu Utara",8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5114","Kec. Selebar ","Bengkulu",28,31,6,6,3,1,6,1,6,1,6,1,6,1,6,1
"5115","Kec. Gading Cempaka ","Bengkulu",47,12,5,5,5,0,6,2,6,2,6,2,6,2,6,2
"5116","Kec. Teluk Segara ","Bengkulu",25,15,1,1,0,2,0,4,0,4,0,4,0,4,0,4
"5117","Kec. Muara Bangkahulu ","Bengkulu",13,45,5,5,1,2,3,1,3,1,3,1,3,1,3,1
"5118","Kec. Kampung Melayu ","Bengkulu",12,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5119","Kec. Ratu Agung ","Bengkulu",53,14,0,0,5,1,10,2,10,2,10,2,10,2,10,2
"5120","Kec. Ratu Samban ","Bengkulu",42,25,6,6,2,1,1,5,1,5,1,5,1,5,1,5
"5121","Kec. Sungai Serut ","Bengkulu",0,11,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"5122","Kec. Singaran Pati ","Bengkulu",11,25,6,6,1,1,3,1,3,1,3,1,3,1,3,1
"5123","Kec. Lebong Selatan ","Lebong",12,0,0,0,2,0,4,0,4,0,4,0,4,0,4,0
"5124","Kec. Lebong Utara ","Lebong",13,8,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5125","Kec. Lebong Atas ","Lebong",14,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
"5126","Kec. Topos ","Lebong",10,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5127","Kec. Lebong Sakti ","Lebong",20,11,2,2,3,1,3,1,3,1,3,1,3,1,3,1
"5128","Kec. Amen ","Lebong",3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"5129","Kec. Pinang Belapis ","Lebong",3,0,0,0,1,0,4,0,4,0,4,0,4,0,4,0
"5130","Kec. Kaur Selatan ","Kaur",1,35,3,3,1,3,4,3,4,3,4,3,4,3,4,3
"5131","Kec. Kaur Tengah ","Kaur",8,8,2,2,1,0,0,1,0,1,0,1,0,1,0,1
"5132","Kec. Kaur Utara ","Kaur",17,4,2,2,1,1,0,2,0,2,0,2,0,2,0,2
"5133","Kec. Maje ","Kaur",0,12,3,3,0,1,0,1,0,1,0,1,0,1,0,1
"5134","Kec. Nasal ","Kaur",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5135","Kec. Kinal ","Kaur",2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5136","Kec. Tanjung Kemuning ","Kaur",0,20,4,4,0,1,0,2,0,2,0,2,0,2,0,2
"5137","Kec. Luas ","Kaur",13,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5138","Kec. Muara Sahung ","Kaur",2,4,1,1,1,0,0,2,0,2,0,2,0,2,0,2
"5139","Kec. Lungkang Kule ","Kaur",0,7,2,2,0,1,1,1,1,1,1,1,1,1,1,1
"5140","Kec. ","Rejang Lebong",17,3,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"5141","Kec. Padang Ulang Tanding ","Rejang Lebong",5,1,2,2,0,1,1,0,1,0,1,0,1,0,1,0
"5142","Kec. Curup ","Rejang Lebong",42,11,2,2,3,1,5,2,5,2,5,2,5,2,5,2
"5143","Kec. Sindang Kelingi ","Rejang Lebong",5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5144","Kec. Bermani Ulu ","Rejang Lebong",12,9,2,2,7,1,2,1,2,1,2,1,2,1,2,1
"5145","Kec. Selupu Rejang ","Rejang Lebong",6,5,2,2,1,0,1,1,1,1,1,1,1,1,1,1
"5146","Kec. Sindang Beliti Ilir ","Rejang Lebong",4,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5147","Kec. Bindu Riang ","Rejang Lebong",10,5,1,1,0,3,1,1,1,1,1,1,1,1,1,1
"5148","Kec. Sindang Beliti Ulu ","Rejang Lebong",4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
"5149","Kec. Sindang Dataran ","Rejang Lebong",4,3,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5150","Kec. Curup Selatan ","Rejang Lebong",16,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5151","Kec. Curup Tengah ","Rejang Lebong",9,7,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"5152","Kec. Curup Utara ","Rejang Lebong",3,16,3,3,1,0,0,2,0,2,0,2,0,2,0,2
"5153","Kec. Curup Timur ","Rejang Lebong",3,29,3,3,1,0,1,1,1,1,1,1,1,1,1,1
"5154","Kec. Manna ","Bengkulu Selatan",0,25,2,2,0,1,0,2,0,2,0,2,0,2,0,2
"5155","Kec. Seginim ","Bengkulu Selatan",0,23,2,3,0,1,0,2,0,2,0,2,0,2,0,2
"5156","Kec. Pino ","Bengkulu Selatan",16,11,2,2,2,0,4,0,4,0,4,0,4,0,4,0
"5157","Kec. ","Bengkulu Selatan",36,57,6,6,1,3,4,3,4,3,4,3,4,3,4,3
"5158","Kec. Pinoraya ","Bengkulu Selatan",16,5,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"5159","Kec. Kedurang ","Bengkulu Selatan",7,18,3,3,0,1,2,2,2,2,2,2,2,2,2,2
"5160","Kec. Bunga Mas ","Bengkulu Selatan",0,6,3,3,0,1,0,2,0,2,0,2,0,2,0,2
"5161","Kec. Pasar Manna ","Bengkulu Selatan",32,11,2,2,4,1,2,0,2,0,2,0,2,0,2,0
"5162","Kec. Ulu Manna ","Bengkulu Selatan",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5163","Kec. Ternate Selatan ","Ternate",41,45,5,5,3,4,10,0,10,0,10,0,10,0,10,0
"5164","Kec. Ternate Utara ","Ternate",83,33,4,4,4,1,7,3,7,3,7,3,7,3,7,3
"5165","Kec. Moti ","Ternate",25,0,0,0,5,0,2,0,2,0,2,0,2,0,2,0
"5166","Kec. Pulau Batang Dua ","Ternate",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5167","Kec. Ternate Tengah ","Ternate",47,33,2,2,4,0,5,1,5,1,5,1,5,1,5,1
"5168","Kec. Pulau Hiri ","Ternate",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5169","Kec. Ternate Barat ","Ternate",18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5170","Kec. Tidore Selatan ","Tidore Kepulauan",8,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"5171","Kec. Tidore Utara ","Tidore Kepulauan",16,17,3,3,0,3,0,0,0,0,0,0,0,0,0,0
"5172","Kec. Oba ","Tidore Kepulauan",20,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"5173","Kec. Oba Utara ","Tidore Kepulauan",21,33,6,6,6,3,0,0,0,0,0,0,0,0,0,0
"5174","Kec. Oba Tengah ","Tidore Kepulauan",20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"5175","Kec. Oba Selatan ","Tidore Kepulauan",8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"5176","Kec. Tidore ","Tidore Kepulauan",55,5,3,3,5,0,2,0,2,0,2,0,2,0,2,0
"5177","Kec. Tidore Timur ","Tidore Kepulauan",6,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5178","Kec. Tobelo ","halmahera Utara",61,55,8,8,3,2,6,3,6,3,6,3,6,3,6,3
"5179","Kec. Tobelo Selatan ","halmahera Utara",5,18,1,1,1,1,0,2,0,2,0,2,0,2,0,2
"5180","Kec. Kao ","halmahera Utara",7,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5181","Kec. Galela ","halmahera Utara",15,16,3,3,2,0,0,0,0,0,0,0,0,0,0,0
"5182","Kec. Malifut ","halmahera Utara",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5183","Kec. Tobelo Utara ","halmahera Utara",15,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5184","Kec. Tobelo Tengah ","halmahera Utara",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5185","Kec. Tobelo Barat ","halmahera Utara",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5186","Kec. Galela Barat ","halmahera Utara",12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5187","Kec. Galela Utara ","halmahera Utara",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5188","Kec. Loloda Kepulauan ","halmahera Utara",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5189","Kec. Kao Utara ","halmahera Utara",7,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5190","Kec. Kao Barat ","halmahera Utara",15,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0
"5191","Kec. Bacan Timur ","Halmahera Selatan",10,7,4,4,3,1,0,0,0,0,0,0,0,0,0,0
"5192","Kec. Bacan Barat ","Halmahera Selatan",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5193","Kec. Bacan ","Halmahera Selatan",53,0,0,0,4,0,1,1,1,1,1,1,1,1,1,1
"5194","Kec. Obi ","Halmahera Selatan",32,0,0,0,2,1,2,0,2,0,2,0,2,0,2,0
"5195","Kec. Gane Barat ","Halmahera Selatan",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5196","Kec. Gane Timur ","Halmahera Selatan",13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"5197","Kec. Kayoa ","Halmahera Selatan",30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"5198","Kec. Pulau Makian ","Halmahera Selatan",20,13,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"5199","Kec. Obi Selatan ","Halmahera Selatan",28,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"5200","Kec. Obi Barat ","Halmahera Selatan",8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5201","Kec. Obi Timur ","Halmahera Selatan",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5202","Kec. Obi Utara ","Halmahera Selatan",16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5203","Kec. Mandioli Selatan ","Halmahera Selatan",14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5204","Kec. Mandioli Utara ","Halmahera Selatan",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5205","Kec. Bacan Selatan ","Halmahera Selatan",21,9,3,3,0,1,2,0,2,0,2,0,2,0,2,0
"5206","Kec. Kepulauan Botang Lomang ","Halmahera Selatan",7,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5207","Kec. Bacan Timur Selatan ","Halmahera Selatan",7,10,7,7,2,3,0,0,0,0,0,0,0,0,0,0
"5208","Kec. Bacan Timur Tengah ","Halmahera Selatan",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5209","Kec. Kasiruta Barat ","Halmahera Selatan",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5210","Kec. Kayoa Barat ","Halmahera Selatan",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5211","Kec. Kayoa Selatan ","Halmahera Selatan",11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5212","Kec. Kayoa Utara ","Halmahera Selatan",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5213","Kec. Makian Barat ","Halmahera Selatan",18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5214","Kec. Kepulauan Joronga ","Halmahera Selatan",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5215","Kec. Gane Timur Tengah ","Halmahera Selatan",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5216","Kec. Gane Timur Selatan ","Halmahera Selatan",0,6,1,1,0,2,0,2,0,2,0,2,0,2,0,2
"5217","Kec. Gane Barat Selatan ","Halmahera Selatan",14,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0
"5218","Kec. Gane Barat Utara ","Halmahera Selatan",4,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0
"5219","Kec. Taliabu Barat ","Pulau Taliabu",16,10,2,2,1,1,0,0,0,0,0,0,0,0,0,0
"5220","Kec. Taliabu Barat Laut ","Pulau Taliabu",0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"5221","Kec. Lede ","Pulau Taliabu",18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5222","Kec. Taliabu Utara ","Pulau Taliabu",22,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0
"5223","Kec. Taliabu Timur ","Pulau Taliabu",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5224","Kec. Taliabu Timur Selatan ","Pulau Taliabu",19,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"5225","Kec. Taliabu Selatan ","Pulau Taliabu",6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"5226","Kec. Weda ","Halmahera Tengah",33,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"5227","Kec. Pulau Gebe ","Halmahera Tengah",5,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0
"5228","Kec. Patani ","Halmahera Tengah",14,7,3,3,2,1,0,0,0,0,0,0,0,0,0,0
"5229","Kec. Weda Utara ","Halmahera Tengah",2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5230","Kec. Weda Selatan ","Halmahera Tengah",1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5231","Kec. Patani Utara ","Halmahera Tengah",1,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"5232","Kec. Weda Timur ","Halmahera Tengah",20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5233","Kec. Patani Timur ","Halmahera Tengah",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5234","Kec. Sahu ","Halmahera Barat",35,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0
"5235","Kec. Ibu ","Halmahera Barat",39,0,0,0,5,0,7,1,7,1,7,1,7,1,7,1
"5236","Kec. Loloda ","Halmahera Barat",0,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5237","Kec. Jailolo Selatan ","Halmahera Barat",16,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"5238","Kec. Jailolo ","Halmahera Barat",17,23,2,2,1,1,0,2,0,2,0,2,0,2,0,2
"5239","Kec. Sahu Timur ","Halmahera Barat",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5240","Kec. Ibu Selatan ","Halmahera Barat",21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5241","Kec. Jailolo Timur ","Halmahera Barat",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5242","Kec. Maba Selatan ","Halmahera Timur",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5243","Kec. Wasile Selatan ","Halmahera Timur",6,16,2,2,0,2,0,0,0,0,0,0,0,0,0,0
"5244","Kec. Wasile ","Halmahera Timur",18,0,1,1,1,0,2,0,2,0,2,0,2,0,2,0
"5245","Kec. Maba ","Halmahera Timur",8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5246","Kec. Wasile Tengah ","Halmahera Timur",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5247","Kec. Wasile Utara ","Halmahera Timur",12,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0
"5248","Kec. Wasile Timur ","Halmahera Timur",16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"5249","Kec. Maba Tengah ","Halmahera Timur",1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5250","Kec. Maba Utara ","Halmahera Timur",3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5251","Kec. ","Halmahera Timur",7,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"5252","Kec. Sanana ","Kepulauan Sula",27,14,2,2,3,0,0,2,0,2,0,2,0,2,0,2
"5253","Kec. Sula Besi Barat ","Kepulauan Sula",6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5254","Kec. Mangoli Timur ","Kepulauan Sula",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5255","Kec. Mangoli Barat ","Kepulauan Sula",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5256","Kec. Sula Besi Tengah ","Kepulauan Sula",24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"5257","Kec. Sula Besi Timur ","Kepulauan Sula",4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5258","Kec. Mangoli Tengah ","Kepulauan Sula",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5259","Kec. Mangoli Utara ","Kepulauan Sula",13,17,4,4,3,2,0,0,0,0,0,0,0,0,0,0
"5260","Kec. Sula Besi Selatan ","Kepulauan Sula",10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"5261","Kec. Morotai Selatan Barat ","Kepulauan Morotai",12,2,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"5262","Kec. Morotai Selatan ","Kepulauan Morotai",56,7,2,2,5,0,0,0,0,0,0,0,0,0,0,0
"5263","Kec. Morotai Utara ","Kepulauan Morotai",7,8,1,1,0,1,2,0,2,0,2,0,2,0,2,0
"5264","Kec. Morotai Jaya ","Kepulauan Morotai",12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"5265","Kec. Morotai Timur ","Kepulauan Morotai",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5266","Kec. Sumur ","Pandeglang",4,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5267","Kec. Cibaliung ","Pandeglang",27,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5268","Kec. Cikeusik ","Pandeglang",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5269","Kec. Cigeulis ","Pandeglang",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5270","Kec. Panimbang ","Pandeglang",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5271","Kec. Munjul ","Pandeglang",23,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0
"5272","Kec. Picung ","Pandeglang",20,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0
"5273","Kec. Bojong ","Pandeglang",0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5274","Kec. Pagelaran ","Pandeglang",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5275","Kec. Labuan ","Pandeglang",40,3,0,0,2,0,1,1,1,1,1,1,1,1,1,1
"5276","Kec. Menes ","Pandeglang",90,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0
"5277","Kec. Mandalawangi ","Pandeglang",0,10,5,5,0,1,0,2,0,2,0,2,0,2,0,2
"5278","Kec. Cimanuk ","Pandeglang",12,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"5279","Kec. Banjar ","Pandeglang",12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5280","Kec. Pandeglang ","Pandeglang",10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5281","Kec. Cadasari ","Pandeglang",18,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
"5282","Kec. Karang Tanjung ","Pandeglang",41,0,0,0,2,0,3,1,3,1,3,1,3,1,3,1
"5283","Kec. Kaduhejo ","Pandeglang",25,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5284","Kec. Cikedal ","Pandeglang",24,5,1,1,2,0,3,1,3,1,3,1,3,1,3,1
"5285","Kec. Cisata ","Pandeglang",20,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5286","Kec. Carita ","Pandeglang",14,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5287","Kec. Sukaresmi ","Pandeglang",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5288","Kec. Sindangresmi ","Pandeglang",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5289","Kec. Pulosari ","Pandeglang",3,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"5290","Kec. Majasari ","Pandeglang",82,9,2,2,4,3,8,2,8,2,8,2,8,2,8,2
"5291","Kec. Sobang ","Pandeglang",31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
