"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","UKS.RusakPerc","Perpus.RusakPerc","Toilet.RusakPerc"
"129","Kec. Garut ","Garut","Jawa Barat",0.7,0.44,0.55,0.5,0.75
"130","Kec. Karangpawitan ","Garut","Jawa Barat",0,0,0.33,0,0.5
"131","Kec. Wanaraja ","Garut","Jawa Barat",0.73,1,0,0.5,0
"132","Kec. Sukawening ","Garut","Jawa Barat",0,0,0.29,0,0.33
"133","Kec. Banyuresmi ","Garut","Jawa Barat",0.19,0.43,0.33,0.33,0.5
"134","Kec. Leuwigoong ","Garut","Jawa Barat",0.15,0,0.25,0,0.5
"135","Kec. Cibatu ","Garut","Jawa Barat",0.43,0.6,0,0.33,0
"136","Kec. Kadungora ","Garut","Jawa Barat",0.24,0.5,0.67,0.2,0.5
"137","Kec. Blubur Limbangan ","Garut","Jawa Barat",0.02,0,0.2,0,0.5
"138","Kec. Malangbong ","Garut","Jawa Barat",0.33,0.25,0.25,0,0.17
"139","Kec. Mekarmukti ","Garut","Jawa Barat",0.65,1,0,0.5,0
"140","Kec. Cihurip ","Garut","Jawa Barat",0.07,1,1,1,1
"141","Kec. Sukaresmi ","Garut","Jawa Barat",0.22,0,0,0.2,0
"142","Kec. Kersamanah ","Garut","Jawa Barat",0.49,0,0,0,0
"143","Kec. Tarogong Kaler ","Garut","Jawa Barat",0.7,1,1,1,0.5
"144","Kec. Tarogong Kidul ","Garut","Jawa Barat",0.28,0.19,0.24,0.17,0.4
"145","Kec. Haurgeulis ","Indramayu","Jambi",0.75,0.33,0.2,0,0.5
"146","Kec. Kroya ","Indramayu","Jambi",0.16,0.67,0,1,0
"147","Kec. Gabuswetan ","Indramayu","Jambi",0,0.5,0,0,0
"148","Kec. Kertasemaya ","Indramayu","Jambi",0,0.2,0.2,0,0.12
"149","Kec. Krangkeng ","Indramayu","Jambi",0,0,0.33,0,0.5
"150","Kec. Karangampel ","Indramayu","Jambi",0,0,0.25,0,0.17
"151","Kec. Sliyeg ","Indramayu","Jambi",0,0,0.5,0,0.33
"152","Kec. Jatibarang ","Indramayu","Jambi",0,0,0.4,0,0.33
"153","Kec. Indramayu ","Indramayu","Jambi",0,0,0.22,0,0.4
"154","Kec. Sindang ","Indramayu","Jambi",0,0,0.11,0,0.25
"155","Kec. Lohbener ","Indramayu","Jambi",0.12,0,0,0,0
"156","Kec. Losarang ","Indramayu","Jambi",0.38,0,0.25,0,0.25
"157","Kec. Kandanghaur ","Indramayu","Jambi",0.06,0.11,0.2,0.5,0.25
"158","Kec. Anjatan ","Indramayu","Jambi",0.13,0,0,0,0
"159","Kec. Sukra ","Indramayu","Jambi",0.13,0,0,0,0
"160","Kec. Terisi ","Indramayu","Jambi",0.19,0,0.33,0.5,0.5
"161","Kec. Kedokan Bunder ","Indramayu","Jambi",0,0,0.5,0,0.5
"162","Kec. Pasekan ","Indramayu","Jambi",0,0.5,0,0,0
"163","Kec. Jalancagak ","Subang","Jawa Barat",0,0,0.07,0,0.17
"164","Kec. Cisalak ","Subang","Jawa Barat",0,0,0.5,0,0.5
"165","Kec. Tanjungsiang ","Subang","Jawa Barat",0.15,0,0,0,0
"166","Kec. Cijambe ","Subang","Jawa Barat",1,0,1,1,1
"167","Kec. Subang ","Subang","Jawa Barat",0.39,0.18,0.22,0.17,0.36
"168","Kec. Kalijati ","Subang","Jawa Barat",0,0,0.12,0,0.25
"169","Kec. Cipeundeuy ","Subang","Jawa Barat",0,0,0.33,0,0.17
"170","Kec. Pabuaran ","Subang","Jawa Barat",0.12,0,0,1,0
"171","Kec. Patokbeusi ","Subang","Jawa Barat",0,0,0.25,0,0.5
"172","Kec. Purwadadi ","Subang","Jawa Barat",0,0,0.4,0,0.33
"173","Kec. Pagaden ","Subang","Jawa Barat",0.36,0.83,0,0.33,0
"174","Kec. Compreng ","Subang","Jawa Barat",0.38,0,0,0,0
"175","Kec. Ciasem ","Subang","Jawa Barat",0,0,0.2,0,0.25
"176","Kec. Pamanukan ","Subang","Jawa Barat",0,0,0.17,0,0.25
"177","Kec. Pusakanagara ","Subang","Jawa Barat",0,0,0.25,0,0.5
"178","Kec. Cimahi Selatan ","Cimahi","Jawa Barat",0,0,0.12,0,0.08
"179","Kec. Cimahi Tengah ","Cimahi","Jawa Barat",0.01,0,0.08,0,0.05
"180","Kec. Cimahi Utara ","Cimahi","Jawa Barat",0,0,0.11,0,0.08
"181","Kec. Tamansari ","Tasikmalaya","Jawa Barat",0,0,0.1,0,0.25
"182","Kec. Kawalu ","Tasikmalaya","Jawa Barat",0,0,0.17,0,0.33
"183","Kec. Mangkubumi ","Tasikmalaya","Jawa Barat",0.03,0,0,0,0
"184","Kec. Indihiang ","Tasikmalaya","Jawa Barat",0.32,0.3,0.22,0.25,0.17
"185","Kec. Cihideung ","Tasikmalaya","Jawa Barat",0.52,0.5,0.4,0.25,0.33
"186","Kec. Tawang ","Tasikmalaya","Jawa Barat",0.51,0,0.14,0.2,0.15
"187","Kec. Purbaratu ","Tasikmalaya","Jawa Barat",0.33,0,0,0,0
"188","Kec. Bungursari ","Tasikmalaya","Jawa Barat",0.21,0,0,0.33,0
"189","Kec. Banjar ","Banjar","Jawa Barat",0.04,0,0.22,0,0.33
"190","Kec. Langensari ","Banjar","Jawa Barat",0.09,0.2,0.2,0,0.25
"191","Kec. Nanggung ","Bogor","Jawa Barat",0,0,0.25,0,0.5
"192","Kec. Leuwiliang ","Bogor","Jawa Barat",0.45,0.67,0.67,0.33,0.4
"193","Kec. Pamijahan ","Bogor","Jawa Barat",0.38,0.09,0.09,0.12,0.25
"194","Kec. Cibungbulang ","Bogor","Jawa Barat",0.1,0.4,0.4,0,0.5
"195","Kec. Ciampea ","Bogor","Jawa Barat",0.2,0.67,0.75,0.5,0.5
"196","Kec. Dramaga ","Bogor","Jawa Barat",0.05,0,0.14,0,0.25
"197","Kec. Ciomas ","Bogor","Jawa Barat",0.43,0.33,0.33,0,0.5
"198","Kec. Cijeruk ","Bogor","Jawa Barat",0.05,0,0,0,0
"199","Kec. Ciawi ","Bogor","Jawa Barat",0.07,0,0.14,0,0.29
"200","Kec. Megamendung ","Bogor","Jawa Barat",0.18,0,0.25,0,0.5
"201","Kec. Sukaraja ","Bogor","Jawa Barat",0.68,0.25,0,0.33,0
"202","Kec. Babakan Madang ","Bogor","Jawa Barat",0.67,0.48,0.33,0.56,0.43
"203","Kec. Sukamakmur ","Bogor","Jawa Barat",0.36,0.17,0.38,0.33,0.5
"204","Kec. Cariu ","Bogor","Jawa Barat",0,0,0.33,0,0.5
"205","Kec. Jonggol ","Bogor","Jawa Barat",0.07,0,0,0,0
"206","Kec. Cileungsi ","Bogor","Jawa Barat",0.25,0.33,0.22,0.33,0.33
"207","Kec. Gunungputri ","Bogor","Jawa Barat",0,0.02,0.05,0,0.06
"208","Kec. Citeureup ","Bogor","Jawa Barat",0.09,0,0.11,0,0.5
"209","Kec. Cibinong ","Bogor","Jawa Barat",0.04,0.16,0.09,0.14,0.11
"210","Kec. Bojong Gede ","Bogor","Jawa Barat",0.36,0,0,0,0
"211","Kec. Kemang ","Bogor","Jawa Barat",0.16,0.21,0.17,0.17,0.25
"212","Kec. Parung ","Bogor","Jawa Barat",0.12,0.17,0.17,0.2,0.25
"213","Kec. Gunung Sindur ","Bogor","Jawa Barat",0.08,0,0,0.11,0
"214","Kec. Rumpin ","Bogor","Jawa Barat",0.3,0.14,0.33,0.25,0.5
"215","Kec. Tenjo ","Bogor","Jawa Barat",0.34,1,1,0.33,0.5
"216","Kec. Parungpanjang ","Bogor","Jawa Barat",0.07,0,0.33,0,0.25
"217","Kec. Tamansari ","Bogor","Jawa Barat",0.04,0,0.14,0,0.33
"218","Kec. Ciseeng ","Bogor","Jawa Barat",0.12,0,0.2,0.25,0.25
"219","Kec. Klapanunggal ","Bogor","Jawa Barat",0,0,0.5,0,0.5
"220","Kec. Ranca Bungur ","Bogor","Jawa Barat",0.2,0,0,0.5,0
"221","Kec. Tanjung Sari ","Bogor","Jawa Barat",0.31,1,0,0.5,0
"222","Kec. Tajurhalang ","Bogor","Jawa Barat",0.04,0.29,0.38,0,0.5
"223","Kec. Tenjolaya ","Bogor","Jawa Barat",0.52,0.7,0.4,0.5,0.5
"224","Kec. Ciwidey ","Bandung","Jawa Barat",0.06,0,0.33,0,0.25
"225","Kec. Pasirjambu ","Bandung","Jawa Barat",1,0,1,1,1
"226","Kec. Pangalengan ","Bandung","Jawa Barat",0,0,0,0.5,0
"227","Kec. Kertasari ","Bandung","Jawa Barat",0,0,0.25,0,0.5
"228","Kec. Ibun ","Bandung","Jawa Barat",0.3,0.67,0.5,0.33,0.5
"229","Kec. Paseh ","Bandung","Jawa Barat",0.08,0,1,0.33,0.5
"230","Kec. Cikancung ","Bandung","Jawa Barat",0.08,0,0,0,0
"231","Kec. Cicalengka ","Bandung","Jawa Barat",0.26,0.4,0.14,0.2,0.17
"232","Kec. Rancaekek ","Bandung","Jawa Barat",0.51,0.6,0.33,0.33,0.17
"233","Kec. Majalaya ","Bandung","Jawa Barat",0.01,0,0.14,0,0.25
"234","Kec. Baleendah ","Bandung","Jawa Barat",0.03,0,0.32,0,0.5
"235","Kec. Banjaran ","Bandung","Jawa Barat",0.04,0.6,0.6,0,0.21
"236","Kec. Katapang ","Bandung","Jawa Barat",0,0,0.5,0,0.5
"237","Kec. Margaasih ","Bandung","Jawa Barat",0,0,0.14,0,0.17
"238","Kec. Margahayu ","Bandung","Jawa Barat",0.2,0.05,0.18,0.11,0.31
"239","Kec. Dayeuhkolot ","Bandung","Jawa Barat",0.06,0.22,0,0,0
"240","Kec. Bojongsoang ","Bandung","Jawa Barat",0.22,0.25,0,0.5,0
"241","Kec. Cileunyi ","Bandung","Jawa Barat",0.26,0.4,0.4,0.33,0.33
"242","Kec. Nagreg ","Bandung","Jawa Barat",0.09,0,0,0,0
"243","Kec. Solokanjeruk ","Bandung","Jawa Barat",0,0,0.25,0,0.5
"244","Kec. Cangkuang ","Bandung","Jawa Barat",0,0,1,0,0.17
"245","Kec. Kutawaringin ","Bandung","Jawa Barat",1,0,1,1,1
"246","Kec. Darma ","Kuningan","Jawa Barat",0,0,1,0,0.5
"247","Kec. Subang ","Kuningan","Jawa Barat",0.09,0,0.2,0,1
"248","Kec. Ciwaru ","Kuningan","Jawa Barat",0,0,0.25,1,0.5
"249","Kec. Cibingbin ","Kuningan","Jawa Barat",0,0,0.25,0,0.5
"250","Kec. Luragung ","Kuningan","Jawa Barat",0,0.75,0,1,0
"251","Kec. Lebakwangi ","Kuningan","Jawa Barat",0.13,0,0,0,0
"252","Kec. Garawangi ","Kuningan","Jawa Barat",0,0,0.5,0,0.25
"253","Kec. Kuningan ","Kuningan","Jawa Barat",0.02,0.33,0,0,0
"254","Kec. Cigugur ","Kuningan","Jawa Barat",0.03,0,0,0,0
"255","Kec. Jalaksana ","Kuningan","Jawa Barat",0.22,0,0,0,0
"256","Kec. Cigandamekar ","Kuningan","Jawa Barat",0,0,0.5,0,0.17
"257","Kec. Rongga ","Bandung Barat","Jawa Barat",0.16,0,0,1,0
"258","Kec. Sindangkerta ","Bandung Barat","Jawa Barat",0,0,0.3,0,0.3
"259","Kec. Cililin ","Bandung Barat","Jawa Barat",0,0,0.21,0,0.25
"260","Kec. Cipongkor ","Bandung Barat","Jawa Barat",0.14,0.2,0,0.25,0
"261","Kec. Batujajar ","Bandung Barat","Jawa Barat",0,0,0,0.33,0
"262","Kec. Cipatat ","Bandung Barat","Jawa Barat",0.48,0.6,0.5,0.5,1
"263","Kec. Ngamprah ","Bandung Barat","Jawa Barat",0.09,0.07,0.13,0.17,0.25
"264","Kec. Parongpong ","Bandung Barat","Jawa Barat",0,0.1,0.18,0,0.12
"265","Kec. Lembang ","Bandung Barat","Jawa Barat",0.38,0.2,0.24,0.25,0.36
"266","Kec. Cisarua ","Bandung Barat","Jawa Barat",0.23,0.14,0.14,0,0.25
"267","Kec. Cikalongwetan ","Bandung Barat","Jawa Barat",0,0,0.14,0,0.25
"268","Kec. Cipeundeuy ","Bandung Barat","Jawa Barat",0.1,0.17,0.17,0,0.12
"269","KEC. PADAHERANG ","Pangandaran","Jawa Barat",0.75,0,0.57,0,1
"270","KEC. PANGANDARAN ","Pangandaran","Jawa Barat",0.26,0.57,0.4,0.5,0.5
"271","Kec. Bandung Kulon ","Bandung","Jawa Barat",0,0.43,0.5,0,0.67
"272","Kec. Babakan Ciparay ","Bandung","Jawa Barat",0,0,0.25,0,0.5
"273","Kec. Bojong Loa Kidul ","Bandung","Jawa Barat",0.15,0,0.17,0.4,0.25
"274","Kec. Regol ","Bandung","Jawa Barat",0,0,0.08,0,0.1
"275","Kec. Lengkong ","Bandung","Jawa Barat",0.46,0.13,0.29,0.15,0.36
"276","Kec. Buahbatu ","Bandung","Jawa Barat",0.41,0.14,0.25,0,0.33
"277","Kec. Cibiru ","Bandung","Jawa Barat",0.43,0.4,0.4,0.33,0.5
"278","Kec. Ujungberung ","Bandung","Jawa Barat",0.07,0.17,0.17,0,0.33
"279","Kec. Kiaracondong ","Bandung","Jawa Barat",0.26,0.19,0.19,0.25,0.21
"280","Kec. Sumur Bandung ","Bandung","Jawa Barat",0,0,0.06,0,0.1
"281","Kec. Andir ","Bandung","Jawa Barat",0.17,0.17,0.22,0.2,0.25
"282","Kec. Cicendo ","Bandung","Jawa Barat",0.3,0.25,0.31,0.2,0.4
"283","Kec. Cibeunying Kidul ","Bandung","Jawa Barat",0,0,0.17,0,0.25
"284","Kec. Cibeunying Kaler ","Bandung","Jawa Barat",0,0,0.08,0,0.12
"285","Kec. Coblong ","Bandung","Jawa Barat",0.14,0.1,0.12,0.07,0.17
"286","Kec. Sukajadi ","Bandung","Jawa Barat",0.52,0.14,0.14,0.33,0.25
"287","Kec. Sukasari ","Bandung","Jawa Barat",0.53,0.62,0,0.5,0
"288","Kec. Cidadap ","Bandung","Jawa Barat",0.24,0.14,0.25,0.25,0.25
"289","Kec. Gedebage ","Bandung","Jawa Barat",0.97,1,1,1,0.5
"290","Kec. Panyileukan ","Bandung","Jawa Barat",0.33,0.25,0.5,0.5,0.75
"291","Kec. Mandalajati ","Bandung","Jawa Barat",0,0,0.67,0,0.5
"292","Kec. Antapani ","Bandung","Jawa Barat",0,0,0.25,0,0.5
"293","Kec. Ciemas ","Sukabumi","Jawa Barat",0.91,1,0,1,0
"294","Kec. Ciracap ","Sukabumi","Jawa Barat",0.33,0,0,0,0
"295","Kec. Jampang Kulon ","Sukabumi","Jawa Barat",0.34,0.43,0.43,0.33,0.75
"296","Kec. Kalibunder ","Sukabumi","Jawa Barat",0.45,0.5,0,0.5,0
"297","Kec. Sagaranten ","Sukabumi","Jawa Barat",0,0,0.5,0,0.5
"298","Kec. Lengkong ","Sukabumi","Jawa Barat",0.94,0.33,0,1,0
"299","Kec. Pelabuhan Ratu ","Sukabumi","Jawa Barat",0.25,0.36,0.46,0.2,0.75
"300","Kec. Warung Kiara ","Sukabumi","Jawa Barat",0.29,1,0,1,0
"301","Kec. Jampang Tengah ","Sukabumi","Jawa Barat",0.13,0.67,0,1,0
"302","Kec. Cikembar ","Sukabumi","Jawa Barat",0.2,0,0,0,0
"303","Kec. Kadudampit ","Sukabumi","Jawa Barat",0.38,0.2,0,0.5,0
"304","Kec. Cisaat ","Sukabumi","Jawa Barat",0.02,0.11,0.11,0,0.33
"305","Kec. Cibadak ","Sukabumi","Jawa Barat",0,0,0,0.12,0
"306","Kec. Nagrak ","Sukabumi","Jawa Barat",0.09,0.17,0,0,0
"307","Kec. Cicurug ","Sukabumi","Jawa Barat",0.02,0,0,0,0
"308","Kec. Cidahu ","Sukabumi","Jawa Barat",0,0,0.33,0,0.5
"309","Kec. Parakansalak ","Sukabumi","Jawa Barat",0.07,0.14,0.14,0.33,0.25
"310","Kec. Parungkuda ","Sukabumi","Jawa Barat",0,0,0.1,0,0.17
"311","Kec. Kalapa Nunggal ","Sukabumi","Jawa Barat",0.8,0.5,0.67,0.5,1
"312","Kec. Cikidang ","Sukabumi","Jawa Barat",0.06,0.5,0.5,0.5,0.25
"313","Kec. Cisolok ","Sukabumi","Jawa Barat",0.07,0.67,0.5,0,0.25
"314","Kec. Gunung Guruh ","Sukabumi","Jawa Barat",0.02,0.29,0,0,0
"315","Kec. Cikakak ","Sukabumi","Jawa Barat",0.05,0,0.25,0,0.5
"316","Kec. Simpenan ","Sukabumi","Jawa Barat",0,0,0.25,0,0.17
"317","Kec. Curugkembar ","Sukabumi","Jawa Barat",0.67,0,0,0.5,0
"318","Kec. Cireunghas ","Sukabumi","Jawa Barat",0.37,1,0,0.5,0
"319","Kec. Sukalarang ","Sukabumi","Jawa Barat",0.11,1,1,1,0.5
"320","Kec. Bojong Genteng ","Sukabumi","Jawa Barat",0.11,0,0.38,0,0.3
"321","Kec. Ciambar ","Sukabumi","Jawa Barat",0.1,0,0,0,0
"322","Kec. Cikalong ","Tasikmalaya","Jawa Barat",0.06,0,0.33,0.33,0.5
"323","Kec. Cikatomas ","Tasikmalaya","Jawa Barat",0.5,0,0.4,0,1
"324","Kec. Cibalong ","Tasikmalaya","Jawa Barat",0.71,1,1,0.5,1
"325","Kec. Bantarkalong ","Tasikmalaya","Jawa Barat",0.03,0,0,0,0
"326","Kec. Bojonggambir ","Tasikmalaya","Jawa Barat",0.39,0,0,0,0
"327","Kec. Sodonghilir ","Tasikmalaya","Jawa Barat",0,0,0.17,0.33,0.5
"328","Kec. Salawu ","Tasikmalaya","Jawa Barat",0.48,0.25,0.33,0.5,0.3
"329","Kec. Salopa ","Tasikmalaya","Jawa Barat",0,0,0.17,0,0.25
"330","Kec. Manonjaya ","Tasikmalaya","Jawa Barat",0,0,0.25,0,0.5
"331","Kec. Singaparna ","Tasikmalaya","Jawa Barat",0.02,0,0.2,0.14,0.25
"332","Kec. Cigalontang ","Tasikmalaya","Jawa Barat",0.35,0.11,0.11,0.29,0.5
"333","Kec. Rajapolah ","Tasikmalaya","Jawa Barat",0,0,0.25,0,0.5
"334","Kec. Sariwangi ","Tasikmalaya","Jawa Barat",0.12,0,0.25,0.25,0.5
"335","Kec. Sukaratu ","Tasikmalaya","Jawa Barat",0,0,0.1,0,0.5
"336","Kec. Sukarame ","Tasikmalaya","Jawa Barat",0.03,0,0,0,0
"337","Kec. Mangunreja ","Tasikmalaya","Jawa Barat",0,0,0.5,0,0.5
"338","Kec. Gunungtanjung ","Tasikmalaya","Jawa Barat",1,1,0,1,0
"339","Kec. Padakembang ","Tasikmalaya","Jawa Barat",0.4,0,0,0.33,0
"340","Kec. Sukahening ","Tasikmalaya","Jawa Barat",0,0,0.33,0,0.25
"341","Kec. Jatiluhur ","Purwakarta","Jawa Barat",0,0,0.1,0,0.25
"342","Kec. Maniis ","Purwakarta","Jawa Barat",1,1,0,1,0
"343","Kec. Tegalwaru ","Purwakarta","Jawa Barat",0,0,0,0.5,0
"344","Kec. Sukatani ","Purwakarta","Jawa Barat",0.85,1,1,1,1
"345","Kec. Darangdan ","Purwakarta","Jawa Barat",0.32,0.67,0.67,1,1
"346","Kec. Wanayasa ","Purwakarta","Jawa Barat",0.06,0,0.25,0,0.25
"347","Kec. Pasawahan ","Purwakarta","Jawa Barat",0.53,1,0,1,0
"348","Kec. Purwakarta ","Purwakarta","Jawa Barat",0.16,0.06,0.23,0.11,0.36
"349","Kec. Campaka ","Purwakarta","Jawa Barat",0.4,0.75,0.5,0.5,0.5
"350","Kec. Cibatu ","Purwakarta","Jawa Barat",0.14,0,0,0,0
"351","Kec. Pangkalan ","Karawang","Jawa Barat",0,0.33,0,0,0
"352","Kec. Klari ","Karawang","Jawa Barat",0.88,0.67,0.5,0.5,1
"353","Kec. Cikampek ","Karawang","Jawa Barat",0.33,0.32,0.07,0.6,0.25
"354","Kec. Jatisari ","Karawang","Jawa Barat",0.17,0.25,0.5,0.5,0.75
"355","Kec. Lemahabang ","Karawang","Jawa Barat",0,0,0.2,0,0.5
"356","Kec. Telagasari ","Karawang","Jawa Barat",0.27,0.8,0,0.5,0
"357","Kec. Kutawaluya ","Karawang","Jawa Barat",0,0,0.2,0,0.5
"358","Kec. Pedes ","Karawang","Jawa Barat",0.24,0,0,0,0
"359","Kec. Majalaya ","Karawang","Jawa Barat",0.85,0.67,0.67,1,1
"360","Kec. Jayakerta ","Karawang","Jawa Barat",0,0,0.5,0,0.5
"361","Kec. ","Karawang","Jawa Barat",0,0,0.14,0,0.25
"362","Kec. Cilamaya Wetan ","Karawang","Jawa Barat",0.29,0,0,0,0
"363","Kec. Teluk Jambe Timur ","Karawang","Jawa Barat",0.11,0,0.17,0,0.38
"364","Kec. Karawang Timur ","Karawang","Jawa Barat",0.18,0.5,0.5,0,0.33
"365","Kec. Karawang Barat ","Karawang","Jawa Barat",0.05,0,0.07,0,0.11
"366","Kec. Agrabinta ","Cianjur","Jambi",0.33,0,0,0.5,0
"367","Kec. Sindang Barang ","Cianjur","Jambi",0.05,0,0,0,0
"368","Kec. Cidaun ","Cianjur","Jambi",0.12,0,0.33,0,0.25
"369","Kec. Cibinong ","Cianjur","Jambi",0.06,0,0.17,0,0.17
"370","Kec. Takokak ","Cianjur","Jambi",0,0,1,0,0.5
"371","Kec. Sukanagara ","Cianjur","Jambi",0,0,0.25,0,0.5
"372","Kec. Cibeber ","Cianjur","Jambi",0.14,0,0.25,0,0.5
"373","Kec. Cilaku ","Cianjur","Jambi",0,0,0.17,0,0.12
"374","Kec. Ciranjang ","Cianjur","Jambi",0,0,0.11,0,0.1
"375","Kec. Mande ","Cianjur","Jambi",0,0,0.25,0,0.5
"376","Kec. Karang Tengah ","Cianjur","Jambi",0.1,0.22,0.22,0,0.33
"377","Kec. Cianjur ","Cianjur","Jambi",0.08,0.04,0.21,0.07,0.27
"378","Kec. Cugenang ","Cianjur","Jambi",0,0,0.11,0,0.25
"379","Kec. Pacet ","Cianjur","Jambi",0,0,0.33,0,0.25
"380","Kec. Sukaresmi ","Cianjur","Jambi",0.09,0,0,0,0
"381","Kec. Cikalong Kulon ","Cianjur","Jambi",0.48,0,0.25,0.33,0.25
"382","Kec. Cijati ","Cianjur","Jambi",0.17,0,0,0,0
"383","Kec. Gekbrong ","Cianjur","Jambi",0.07,0,0,0.5,0
"384","Kec. Cipanas ","Cianjur","Jambi",0,0,1,0,0.17
"385","Kec. Banjarsari ","Ciamis","Jawa Barat",0.06,0,0.3,0,0.3
"386","Kec. Lakbok ","Ciamis","Jawa Barat",0.26,0,0,0,0
"387","Kec. Cijeungjing ","Ciamis","Jawa Barat",0.67,1,1,1,0.5
"388","Kec. Cisaga ","Ciamis","Jawa Barat",1,0,0,0,0
"389","Kec. Rancah ","Ciamis","Jawa Barat",0.08,0.38,0,0.5,0
"390","Kec. Rajadesa ","Ciamis","Jawa Barat",0.16,0,0,0.25,0
"391","Kec. Sukadana ","Ciamis","Jawa Barat",0,0,0.25,0,0.5
"392","Kec. Ciamis ","Ciamis","Jawa Barat",0.19,0.2,0.25,0.2,0.44
"393","Kec. Cihaurbeuti ","Ciamis","Jawa Barat",0.46,0.5,0.67,1,1
"394","Kec. Cipaku ","Ciamis","Jawa Barat",0,0,1,0,0.5
"395","Kec. Kawali ","Ciamis","Jawa Barat",0,0,0.2,0,0.5
"396","Kec. Baregbeg ","Ciamis","Jawa Barat",0.2,0,0,0,0
"397","Kec. Setu ","Bekasi","Jawa Barat",0.59,1,1,0.25,0.5
"398","Kec. Cibarusah ","Bekasi","Jawa Barat",0,0,0.05,0.11,0.08
"399","Kec. Cibitung ","Bekasi","Jawa Barat",0.08,0,0,0.2,0
"400","Kec. Babelan ","Bekasi","Jawa Barat",0,0,0,0.09,0
"401","Kec. Taruma Jaya ","Bekasi","Jawa Barat",0.22,0.11,0,0,0
"402","Kec. Tambelang ","Bekasi","Jawa Barat",0,0,0.25,0,0.5
"403","Kec. Sukatani ","Bekasi","Jawa Barat",0.08,0.22,0.22,0,0.33
"404","Kec. Cabangbungin ","Bekasi","Jawa Barat",0,0,0.25,0,0.17
"405","Kec. Tambun Selatan ","Bekasi","Jawa Barat",0.07,0.06,0.1,0.03,0.17
"406","Kec. Tambun Utara ","Bekasi","Jawa Barat",0.37,0.08,0,0,0
"407","Kec. Cikarang Barat ","Bekasi","Jawa Barat",0.46,0.21,0.29,0.25,0.33
"408","Kec. Cikarang Utara ","Bekasi","Jawa Barat",0.18,0.25,0.25,0.27,0.32
"409","Kec. Cikarang Selatan ","Bekasi","Jawa Barat",0.17,0.08,0,0.09,0
"410","Kec. Bojong Mangu ","Bekasi","Jawa Barat",0.36,0.5,0,0.5,0
"411","Kec. Cikarang Pusat ","Bekasi","Jawa Barat",0.06,0,0.17,0,0.33
"412","Kec. Sukawangi ","Bekasi","Jawa Barat",0,0,0.25,0,0.5
"413","Kec. Serang Baru ","Bekasi","Jawa Barat",0.17,0.6,0.5,0.2,0.5
"414","Kec. Salaman ","Magelang","Jawa Tengah",0,0,0.25,0,0.25
"415","Kec. Borobudur ","Magelang","Jawa Tengah",0.28,0,0.67,0,1
"416","Kec. Ngluwar ","Magelang","Jawa Tengah",0.68,0.38,0.38,0.5,0.75
"417","Kec. Srumbung ","Magelang","Jawa Tengah",0.33,0,0,0,0
"418","Kec. Dukun ","Magelang","Jawa Tengah",0,0,0.25,0,0.5
"419","Kec. Muntilan ","Magelang","Jawa Tengah",0.1,0,0,0,0
"420","Kec. Sawangan ","Magelang","Jawa Tengah",0.33,0,0,0,0
"421","Kec. Candimulyo ","Magelang","Jawa Tengah",0.08,0,0,0,0
"422","Kec. Mertoyudan ","Magelang","Jawa Tengah",0.1,0,0.12,0,0.25
"423","Kec. Bandongan ","Magelang","Jawa Tengah",0.29,0.25,0.5,0,0.75
"424","Kec. Secang ","Magelang","Jawa Tengah",0.72,1,1,0.67,0.62
"425","Kec. Tegalrejo ","Magelang","Jawa Tengah",1,0,0,1,0
"426","Kec. Pakis ","Magelang","Jawa Tengah",0,0,0.25,0,0.5
"427","Kec. Grabag ","Magelang","Jawa Tengah",0.02,0,0.2,0,0.25
"428","Kec. Sumber ","Rembang","Jawa Tengah",0.23,1,1,0,0.5
"429","Kec. Sale ","Rembang","Jawa Tengah",0,0,0.4,0,0.33
"430","Kec. Sarang ","Rembang","Jawa Tengah",1,0,1,1,1
"431","Kec. Pamotan ","Rembang","Jawa Tengah",0.82,1,1,1,1
"432","Kec. Sulang ","Rembang","Jawa Tengah",0.45,0.5,0.4,0.5,0.5
"433","Kec. Kaliori ","Rembang","Jawa Tengah",0.52,0.5,0.5,0.67,0.5
"434","Kec. Rembang ","Rembang","Jawa Tengah",0.33,0.1,0.18,0.33,0.33
"435","Kec. Kragan ","Rembang","Jawa Tengah",0.03,1,0,0,0
"436","Kec. Sluke ","Rembang","Jawa Tengah",1,0,1,1,0.5
"437","Kec. Lasem ","Rembang","Jawa Tengah",0,0,0.2,0,0.25
"438","Kec. Kayen ","Pati","Jawa Tengah",0.06,0.08,0.27,0,0.33
"439","Kec. Juwana ","Pati","Jawa Tengah",0.13,0.25,0,0.5,0
"440","Kec. Pati ","Pati","Jawa Tengah",0,0,0.07,0,0.09
"441","Kec. Gabus ","Pati","Jawa Tengah",0,0,0.5,0,0.5
"442","Kec. Margorejo ","Pati","Jawa Tengah",1,1,0,1,0
"443","Kec. Gembong ","Pati","Jawa Tengah",1,0,0,0,0
"444","Kec. Tayu ","Pati","Jawa Tengah",0,0,0.25,0,0.17
"445","Kec. Wonotunggal ","Batang","Jawa Barat",0,0.33,0,0,0
"446","Kec. Bawang ","Batang","Jawa Barat",1,0,0.25,0,0.5
"447","Kec. Tersono ","Batang","Jawa Barat",1,1,1,0.5,0.5
