"","Kecamatan","Kab.Kota","Provinsi","Kelas.Baik","Kelas.Rusak","Lab.Baik","Lab.Rusak","Perpus.Baik","Perpus.Rusak","UKS.Baik","UKS.Rusak","Toilet.Baik","Toilet.Rusak"
"4896","Kec. Wewewa Utara ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",14,6,1,0,1,0,0,0,0,0
"4897","Kec. Kodi Utara ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",44,0,5,0,3,0,1,1,4,4
"4898","Kec. ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",63,0,8,0,4,0,4,0,16,0
"4899","Kec. Wewewa Tengah ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",41,0,3,0,3,0,1,1,4,4
"4900","Kec. Kodi Balaghar ","Sumba Barat Daya","Nusa Tenggara Barat (NTB)",9,0,5,0,1,0,1,1,4,4
"4901","Kec. Satarmese ","Manggarai","Nanggroe Aceh Darussalam (NAD)",39,17,3,0,4,0,5,1,20,4
"4902","Kec. Langke Rembong ","Manggarai","Nanggroe Aceh Darussalam (NAD)",233,37,20,2,10,2,14,0,56,0
"4903","Kec. Ruteng ","Manggarai","Nanggroe Aceh Darussalam (NAD)",73,0,9,0,4,0,4,0,16,0
"4904","Kec. Cibal ","Manggarai","Nanggroe Aceh Darussalam (NAD)",69,5,3,0,3,1,3,1,12,4
"4905","Kec. Reok ","Manggarai","Nanggroe Aceh Darussalam (NAD)",26,4,1,0,1,0,0,0,0,0
"4906","Kec. Satar Mese Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",6,6,2,0,3,0,0,0,0,0
"4907","Kec. Rahong Utara ","Manggarai","Nanggroe Aceh Darussalam (NAD)",44,1,0,0,2,0,0,0,0,0
"4908","Kec. Lelak ","Manggarai","Nanggroe Aceh Darussalam (NAD)",14,0,2,0,1,0,0,0,0,0
"4909","Kec. Reok Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",14,0,2,0,1,0,0,0,0,0
"4910","Kec. Cibal Barat ","Manggarai","Nanggroe Aceh Darussalam (NAD)",23,0,2,0,2,0,0,0,0,0
"4911","Kec. Lewa ","Sumba Timur","Nusa Tenggara Barat (NTB)",19,0,3,0,1,0,1,1,4,4
"4912","Kec. Paberiwai ","Sumba Timur","Nusa Tenggara Barat (NTB)",9,0,1,0,1,0,2,0,8,0
"4913","Kec. Pahunga Lodu ","Sumba Timur","Nusa Tenggara Barat (NTB)",19,15,1,1,0,2,0,0,0,0
"4914","Kec. Rindi ","Sumba Timur","Nusa Tenggara Barat (NTB)",9,0,2,0,2,0,0,0,0,0
"4915","Kec. Pandawai ","Sumba Timur","Nusa Tenggara Barat (NTB)",21,0,3,0,1,0,0,0,0,0
"4916","Kec. ","Sumba Timur","Nusa Tenggara Barat (NTB)",139,17,13,4,6,1,8,5,32,20
"4917","Kec. Haharu ","Sumba Timur","Nusa Tenggara Barat (NTB)",10,0,1,0,1,0,0,0,0,0
"4918","Kec. Nggaha Ori Angu ","Sumba Timur","Nusa Tenggara Barat (NTB)",12,0,1,0,1,0,0,0,0,0
"4919","Kec. Umalulu ","Sumba Timur","Nusa Tenggara Barat (NTB)",30,0,3,0,1,0,2,0,8,0
"4920","Kec. Kahaungu Eti ","Sumba Timur","Nusa Tenggara Barat (NTB)",4,8,0,0,0,1,0,0,0,0
"4921","Kec. Matawai La Pawu ","Sumba Timur","Nusa Tenggara Barat (NTB)",0,5,0,1,0,0,0,0,0,0
"4922","Kec. Wulla Waijelu ","Sumba Timur","Nusa Tenggara Barat (NTB)",13,0,2,0,1,0,0,0,0,0
"4923","Kec. Kambera ","Sumba Timur","Nusa Tenggara Barat (NTB)",46,1,5,0,2,0,1,1,4,4
"4924","Kec. Kanatang ","Sumba Timur","Nusa Tenggara Barat (NTB)",11,0,3,0,3,0,0,0,0,0
"4925","Kec. Lewa Tidahu ","Sumba Timur","Nusa Tenggara Barat (NTB)",1,7,0,0,0,1,0,0,0,0
"4926","Kec. Loli ","Sumba Barat","Nusa Tenggara Barat (NTB)",41,11,3,0,3,0,0,0,0,0
"4927","Kec. ","Sumba Barat","Nusa Tenggara Barat (NTB)",82,0,10,0,3,0,5,1,20,4
"4928","Kec. Wanokaka ","Sumba Barat","Nusa Tenggara Barat (NTB)",14,0,0,0,1,0,2,0,8,0
"4929","Kec. Lamboya ","Sumba Barat","Nusa Tenggara Barat (NTB)",19,0,4,0,1,0,0,0,0,0
"4930","Kec. Tana Righu ","Sumba Barat","Nusa Tenggara Barat (NTB)",14,7,1,0,0,1,0,0,0,0
"4931","Kec. Asologaima ","Jaya Wijaya",NA,19,2,3,0,3,0,0,0,0,0
"4932","Kec. Kurulu ","Jaya Wijaya",NA,7,0,1,0,1,0,0,0,0,0
"4933","Kec. Yalengga ","Jaya Wijaya",NA,0,1,0,0,0,0,0,0,0,0
"4934","Kec. Wamena ","Jaya Wijaya",NA,53,46,7,4,8,2,2,2,8,8
"4935","Kec. Bolakme ","Jaya Wijaya",NA,9,0,0,0,0,0,0,0,0,0
"4936","Kec. Hubikiak ","Jaya Wijaya",NA,0,14,0,3,0,1,0,0,0,0
"4937","Kec. Muliama ","Jaya Wijaya",NA,5,0,1,0,1,0,0,0,0,0
"4938","Kec. Uwapa ","Nabire","Kabupaten",3,3,0,1,0,0,0,0,0,0
"4939","Kec. Wanggar ","Nabire","Kabupaten",18,0,3,0,1,0,2,0,8,0
"4940","Kec. Nabire ","Nabire","Kabupaten",116,57,20,4,12,2,11,2,44,8
"4941","Kec. Napan ","Nabire","Kabupaten",3,0,0,0,0,0,0,0,0,0
"4942","Kec. Makimi ","Nabire","Kabupaten",9,0,2,0,1,0,0,0,0,0
"4943","Kec. Teluk Kimi ","Nabire","Kabupaten",3,8,0,2,0,1,0,0,0,0
"4944","Kec. Nabire Barat ","Nabire","Kabupaten",14,0,1,0,1,0,1,1,4,4
"4945","Kec. Yaro  ","Nabire","Kabupaten",0,6,0,0,0,0,0,0,0,0
"4946","Kec. Waropen Bawah ","Waropen","Nusa Tenggara Timur (NTT)",0,22,0,3,0,1,0,2,0,8
"4947","Kec. Ureifaisei ","Waropen","Nusa Tenggara Timur (NTT)",28,5,3,0,1,2,2,0,8,0
"4948","Kec. Supiori Selatan ","Supiori","Nusa Tenggara Timur (NTT)",4,3,1,0,1,1,2,0,8,0
"4949","Kec. Supiori Timur ","Supiori","Nusa Tenggara Timur (NTT)",21,0,4,0,3,0,0,0,0,0
"4950","Kec. Kepulauan Aruri ","Supiori","Nusa Tenggara Timur (NTT)",12,1,2,0,3,0,0,0,0,0
"4951","Kec. Supiori Barat ","Supiori","Nusa Tenggara Timur (NTT)",6,0,0,0,1,0,0,0,0,0
"4952","Kec. Supiori Utara ","Supiori","Nusa Tenggara Timur (NTT)",11,0,2,0,1,0,0,0,0,0
"4953","Kec. Waropen Atas ","Memberamo Raya",NA,6,0,0,0,0,0,0,0,0,0
"4954","Kec. Mamberamo Ilir (hilir) ","Memberamo Raya",NA,4,0,0,0,0,0,0,0,0,0
"4955","Kec. Mamberamo Tengah ","Memberamo Raya",NA,1,12,0,1,1,1,0,0,0,0
"4956","Kec. Mamberamo Ulu (hulu) ","Memberamo Raya",NA,0,6,0,0,0,0,0,0,0,0
"4957","Kec. Benuki ","Memberamo Raya",NA,3,0,0,0,0,0,0,0,0,0
"4958","Kec. Kenyam ","Nduga","Kabupaten",6,0,0,0,0,0,0,0,0,0
"4959","Kec. Mbuwa ","Nduga","Kabupaten",3,0,0,0,0,0,0,0,0,0
"4960","Kec. Mimika Barat ","Mimika","Kabupaten",0,3,1,0,0,1,0,0,0,0
"4961","Kec. Mimika Timur ","Mimika","Kabupaten",5,11,0,0,1,0,5,1,20,4
"4962","Kec. Mimika Baru ","Mimika","Kabupaten",133,16,17,2,10,1,6,0,24,0
"4963","Kec. Iwaka ","Mimika","Kabupaten",0,20,0,3,0,1,0,2,0,8
"4964","Kec. Wania ","Mimika","Kabupaten",1,0,0,0,1,0,0,0,0,0
"4965","Kec. Jair ","Boven Digoel","DT2",1,7,0,0,1,0,0,0,0,0
"4966","Kec. Mindiptana ","Boven Digoel","DT2",25,0,0,0,1,0,0,0,0,0
"4967","Kec. Mandobo ","Boven Digoel","DT2",60,0,3,0,3,0,4,0,16,0
"4968","Kec. Kouh ","Boven Digoel","DT2",0,0,0,0,0,0,0,0,0,0
"4969","Kec. Yaniruma ","Boven Digoel","DT2",0,0,0,0,0,0,0,0,0,0
"4970","Kec. Edera ","Mappi","Kabupaten",1,11,0,1,0,1,0,0,0,0
"4971","Kec. Obaa ","Mappi","Kabupaten",38,0,2,0,3,0,0,0,0,0
"4972","Kec. Assue ","Mappi","Kabupaten",14,0,1,0,1,0,1,1,4,4
"4973","Kec. Citakmitak ","Mappi","Kabupaten",6,4,0,0,1,0,0,0,0,0
"4974","Kec. Ilaga kab. Puncak","Kec. Ilaga kab. Puncak",NA,3,3,0,0,0,1,0,0,0,0
"4975","Kec. Sinak kab. Puncak","Kec. Sinak kab. Puncak",NA,10,0,0,0,0,0,0,0,0,0
"4976","Kec. Beoga kab. Puncak","Kec. Beoga kab. Puncak",NA,3,0,0,0,0,0,0,0,0,0
"4977","Kec. Kaureh ","Jayapura","Kabupaten",4,0,0,0,1,0,0,0,0,0
"4978","Kec. Kemtuk Gresi ","Jayapura","Kabupaten",5,0,1,0,1,0,0,0,0,0
"4979","Kec. Nimboran ","Jayapura","Kabupaten",0,17,0,4,0,1,0,0,0,0
"4980","Kec. Nimbokrang ","Jayapura","Kabupaten",0,8,0,1,0,0,0,1,0,4
"4981","Kec. Demta ","Jayapura","Kabupaten",6,0,1,0,1,0,0,0,0,0
"4982","Kec. Sentani Barat ","Jayapura","Kabupaten",0,14,0,3,0,1,0,2,0,8
"4983","Kec. Sentani ","Jayapura","Kabupaten",71,37,12,8,7,3,8,6,32,24
"4984","Kec. Sentani Timur ","Jayapura","Kabupaten",29,0,10,0,3,0,5,1,20,4
"4985","Kec. Yapsi ","Jayapura","Kabupaten",10,0,1,0,2,0,0,0,0,0
"4986","Kec. Waibu ","Jayapura","Kabupaten",2,12,2,2,1,2,0,2,0,8
"4987","Kec. Numfor Barat ","Biak Numfor","DT2 Kota, Kabupaten  ",16,0,3,0,2,0,2,0,8,0
"4988","Kec. Padaido ","Biak Numfor","DT2 Kota, Kabupaten  ",3,0,0,0,0,1,0,0,0,0
"4989","Kec. Biak ","Biak Numfor","DT2 Kota, Kabupaten  ",39,74,6,11,1,4,4,5,16,20
"4990","Kec. Samofa ","Biak Numfor","DT2 Kota, Kabupaten  ",42,24,5,5,3,2,8,4,32,16
"4991","Kec. Yendidori ","Biak Numfor","DT2 Kota, Kabupaten  ",14,8,2,2,2,2,0,2,0,8
"4992","Kec. Biak Utara ","Biak Numfor","DT2 Kota, Kabupaten  ",15,0,3,0,1,0,0,0,0,0
"4993","Kec. Warsa ","Biak Numfor","DT2 Kota, Kabupaten  ",9,0,0,0,0,0,0,0,0,0
"4994","Kec. Biak Barat ","Biak Numfor","DT2 Kota, Kabupaten  ",12,0,1,0,1,0,0,0,0,0
"4995","Kec. Swandiwe ","Biak Numfor","DT2 Kota, Kabupaten  ",10,0,3,0,1,0,0,0,0,0
"4996","Kec. Bruyandori ","Biak Numfor","DT2 Kota, Kabupaten  ",9,0,2,0,2,0,0,0,0,0
"4997","Kec. Oridek ","Biak Numfor","DT2 Kota, Kabupaten  ",27,3,8,1,6,1,0,0,0,0
"4998","Kec. Kanggime ","Tolikara","Nusa Tenggara Timur (NTT)",7,0,1,0,1,0,0,0,0,0
"4999","Kec. Karubaga ","Tolikara","Nusa Tenggara Timur (NTT)",0,20,0,4,0,2,0,2,0,8
"5000","Kec. Bokondini ","Tolikara","Nusa Tenggara Timur (NTT)",3,6,0,1,0,1,0,0,0,0
"5001","Kec. Kembu ","Tolikara","Nusa Tenggara Timur (NTT)",4,0,0,0,1,0,0,0,0,0
"5002","Kec. Mapia ","Dogiyai","Kabupaten",0,7,0,2,0,1,0,0,0,0
"5003","Kec. Kamu ","Dogiyai","Kabupaten",11,0,1,0,1,0,0,0,0,0
"5004","Kec. Tigi ","Deiyai","Kabupaten",4,13,2,0,2,0,0,0,0,0
"5005","Kec. Tigi Barat ","Deiyai","Kabupaten",6,0,1,0,2,0,0,0,0,0
"5006","Kec. Sugapa ","Intan Jaya","Kabupaten",9,0,1,0,1,0,0,0,0,0
"5007","Kec. Muara Tami ","Jayapura","Kabupaten",13,0,5,0,3,0,0,0,0,0
"5008","Kec. Abepura ","Jayapura","Kabupaten",25,44,6,2,1,2,6,2,24,8
"5009","Kec. Jayapura Selatan ","Jayapura","Kabupaten",81,10,9,3,6,2,9,0,36,0
"5010","Kec. Jayapura Utara ","Jayapura","Kabupaten",88,0,16,0,4,0,6,2,24,8
"5011","Kec. Heram ","Jayapura","Kabupaten",72,13,11,2,5,2,4,1,16,4
"5012","Kec. Oksibil ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",8,9,0,1,1,1,0,0,0,0
"5013","Kec. Borme ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",0,6,0,0,0,1,0,0,0,0
"5014","Kec. Okbibab ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",8,0,2,0,1,0,0,0,0,0
"5015","Kec. Kiwirok ","Pegunungan Bintang","Nusa Tenggara Timur (NTT)",3,0,0,0,1,0,0,0,0,0
"5016","Kec. Atsy ","Asmat","Nusa Tenggara Timur (NTT)",11,0,1,0,1,0,0,0,0,0
"5017","Kec. Agats ","Asmat","Nusa Tenggara Timur (NTT)",37,0,2,0,3,0,1,1,4,4
"5018","Kec. Kurima ","Yahukimo","Nusa Tenggara Timur (NTT)",6,0,1,0,1,0,0,0,0,0
"5019","Kec. Anggruk ","Yahukimo","Nusa Tenggara Timur (NTT)",3,0,1,0,0,0,0,0,0,0
"5020","Kec. Dekai ","Yahukimo","Nusa Tenggara Timur (NTT)",48,6,1,2,5,1,1,1,4,4
"5021","Kec. Paniai Timur ","Paniai","Nusa Tenggara Timur (NTT)",35,0,1,0,2,0,2,0,8,0
"5022","Kec. Bibida ","Paniai","Nusa Tenggara Timur (NTT)",0,0,0,0,0,0,0,0,0,0
"5023","Kec. Paniai Barat ","Paniai","Nusa Tenggara Timur (NTT)",3,0,0,0,0,0,0,0,0,0
"5024","Kec. Yatamo ","Paniai","Nusa Tenggara Timur (NTT)",0,6,0,1,0,1,0,0,0,0
"5025","Kec. Kebo ","Paniai","Nusa Tenggara Timur (NTT)",5,0,0,0,1,0,0,0,0,0
"5026","Kec. Aradide ","Paniai","Nusa Tenggara Timur (NTT)",0,5,0,2,0,1,0,0,0,0
"5027","Kec. Fawi ","Puncak Jaya","Nusa Tenggara Timur (NTT)",0,0,0,0,0,0,0,0,0,0
"5028","Kec. Mulia ","Puncak Jaya","Nusa Tenggara Timur (NTT)",14,0,2,0,1,0,1,1,4,4
"5029","Kec. Ilu ","Puncak Jaya","Nusa Tenggara Timur (NTT)",4,0,0,0,1,0,0,0,0,0
"5030","Kec. Makki ","Lanny Jaya","Kabupaten",23,2,1,0,2,0,0,0,0,0
"5031","Kec. Pirime ","Lanny Jaya","Kabupaten",9,0,0,0,0,0,0,0,0,0
"5032","Kec. Tiom ","Lanny Jaya","Kabupaten",24,3,0,0,2,0,0,0,0,0
"5033","Kec. Balingga ","Lanny Jaya","Kabupaten",6,0,0,0,0,0,0,0,0,0
"5034","Kec. Tiomneri ","Lanny Jaya","Kabupaten",3,0,0,0,0,0,0,0,0,0
"5035","Kec. Kobakma ","Membramo Tengah",NA,4,0,1,0,0,0,2,0,8,0
"5036","Kec. Ilugwa ","Membramo Tengah",NA,0,6,0,0,0,0,0,0,0,0
"5037","Kec. Kelila ","Membramo Tengah",NA,9,0,0,0,0,0,0,0,0,0
"5038","Kec. Eragayam ","Membramo Tengah",NA,3,0,0,0,0,0,0,0,0,0
"5039","Kec. Welarek ","Yalimo","Nusa Tenggara Timur (NTT)",7,1,0,0,0,0,0,0,0,0
"5040","Kec. Apalapsili ","Yalimo","Nusa Tenggara Timur (NTT)",3,0,2,0,1,0,0,0,0,0
"5041","Kec. Abenaho ","Yalimo","Nusa Tenggara Timur (NTT)",5,5,0,3,0,1,0,2,0,8
"5042","Kec. Elelim ","Yalimo","Nusa Tenggara Timur (NTT)",9,0,0,0,0,0,0,0,0,0
"5043","Kec. Yapen Timur ","Kepulauan Yapen","Kabupaten",2,3,0,2,0,1,0,0,0,0
"5044","Kec. Yapen Selatan ","Kepulauan Yapen","Kabupaten",56,56,8,6,3,2,4,4,16,16
"5045","Kec. Yapen Barat ","Kepulauan Yapen","Kabupaten",1,9,1,0,0,1,0,0,0,0
"5046","Kec. Poom ","Kepulauan Yapen","Kabupaten",6,0,1,0,0,0,0,0,0,0
"5047","Kec. Kimaam ","Merauke","Kabupaten",8,0,4,0,1,0,2,0,8,0
"5048","Kec. Okaba ","Merauke","Kabupaten",0,9,0,1,0,1,0,0,0,0
"5049","Kec. Kurik ","Merauke","Kabupaten",19,0,2,0,1,0,0,0,0,0
"5050","Kec. Merauke ","Merauke","Kabupaten",98,64,20,11,7,5,7,9,28,36
"5051","Kec. Muting ","Merauke","Kabupaten",18,0,1,0,3,0,0,0,0,0
"5052","Kec. Semangga ","Merauke","Kabupaten",11,0,0,0,1,0,0,0,0,0
"5053","Kec. Tanah Miring ","Merauke","Kabupaten",22,0,0,0,2,0,0,0,0,0
"5054","Kec. Jagebob ","Merauke","Kabupaten",9,0,2,0,0,2,0,0,0,0
"5055","Kec. Pantai Timur ","Sarmi","Nusa Tenggara Timur (NTT)",6,0,1,0,1,0,0,0,0,0
"5056","Kec. Sarmi ","Sarmi","Nusa Tenggara Timur (NTT)",27,0,4,0,2,0,3,1,12,4
"5057","Kec. Bonggo Timur ","Sarmi","Nusa Tenggara Timur (NTT)",11,0,2,0,1,0,0,0,0,0
"5058","Kec. Waris ","Keerom","Kabupaten",10,0,1,0,1,0,0,0,0,0
"5059","Kec. Arso ","Keerom","Kabupaten",35,1,6,1,4,0,2,0,8,0
"5060","Kec. Skanto ","Keerom","Kabupaten",20,1,3,0,2,0,1,1,4,4
"5061","Kec. Arso Timur ","Keerom","Kabupaten",0,3,0,0,0,0,0,0,0,0
"5062","Kec. Arso Barat ","Keerom","Kabupaten",3,0,0,0,1,0,0,0,0,0
"5063","Kec. Teras Terunjam ","Muko-muko",NA,0,9,1,2,0,1,2,0,8,0
"5064","Kec. ","Muko-muko",NA,56,4,7,1,3,0,4,0,16,0
"5065","Kec. Pondok Suguh ","Muko-muko",NA,15,0,2,0,1,0,0,0,0,0
"5066","Kec. Lubuk Pinang ","Muko-muko",NA,17,1,2,1,0,1,2,0,8,0
"5067","Kec. Air Rami ","Muko-muko",NA,11,0,3,0,1,0,2,0,8,0
"5068","Kec. Malin Deman ","Muko-muko",NA,4,2,1,0,1,0,0,0,0,0
"5069","Kec. Sungai Rumbai ","Muko-muko",NA,12,0,0,0,2,0,0,0,0,0
"5070","Kec. Teramang Jaya ","Muko-muko",NA,9,0,3,0,2,0,0,0,0,0
"5071","Kec. Penarik ","Muko-muko",NA,11,1,2,0,2,0,2,0,8,0
"5072","Kec. Selagan Raya ","Muko-muko",NA,10,2,0,0,1,0,0,0,0,0
"5073","Kec. Air Dikit ","Muko-muko",NA,0,4,0,1,0,1,0,0,0,0
"5074","Kec. XIV Koto ","Muko-muko",NA,7,0,1,0,1,0,0,0,0,0
"5075","Kec. Air Manjunto ","Muko-muko",NA,5,14,2,0,0,1,1,1,4,4
"5076","Kec. V Koto ","Muko-muko",NA,1,5,1,0,0,1,1,1,4,4
"5077","Kec. Kepahiang ","Kepahiang","Bengkulu",3,34,0,3,1,2,1,1,4,4
"5078","Kec. Bermani Ilir ","Kepahiang","Bengkulu",10,1,2,0,1,0,1,1,4,4
"5079","Kec. Tebat Karai ","Kepahiang","Bengkulu",4,9,0,2,0,1,0,2,0,8
"5080","Kec. Ujan Mas ","Kepahiang","Bengkulu",7,4,0,3,0,1,0,2,0,8
"5081","Kec. Muara Kemumu ","Kepahiang","Bengkulu",3,3,2,0,1,0,0,0,0,0
"5082","Kec. ","Kepahiang","Bengkulu",0,11,0,3,1,0,0,2,0,8
"5083","Kec. Merigi ","Kepahiang","Bengkulu",49,17,8,4,1,1,5,1,20,4
"5084","Kec. Talo ","Seluma","Banten",22,22,0,2,0,1,1,1,4,4
"5085","Kec. Seluma ","Seluma","Banten",23,3,2,0,1,1,0,3,0,12
"5086","Kec. Sukaraja ","Seluma","Banten",20,0,5,0,2,0,0,1,0,4
"5087","Kec. Semidang Alas Maras ","Seluma","Banten",20,7,5,0,2,0,2,2,8,8
"5088","Kec. Semidang Alas ","Seluma","Banten",18,2,3,0,1,0,7,0,28,0
"5089","Kec. Ilir Talo ","Seluma","Banten",6,6,0,1,0,1,0,0,0,0
"5090","Kec. Seluma Selatan ","Seluma","Banten",4,8,1,1,1,0,0,0,0,0
"5091","Kec. Air Periukan ","Seluma","Banten",17,0,2,0,1,0,1,1,4,4
"5092","Kec. Talang Empat ","Bengkulu Tengah","Banten",11,32,4,4,2,1,1,2,4,8
"5093","Kec. Karang Tinggi ","Bengkulu Tengah","Banten",15,0,3,1,1,0,3,0,12,0
"5094","Kec. Taba Penanjung ","Bengkulu Tengah","Banten",7,5,2,1,1,0,0,1,0,4
"5095","Kec. Pagar Jati ","Bengkulu Tengah","Banten",0,13,2,0,1,0,1,1,4,4
"5096","Kec. Pondok Kelapa ","Bengkulu Tengah","Banten",44,1,9,0,2,0,4,0,16,0
"5097","Kec. Pematang Tiga ","Bengkulu Tengah","Banten",6,0,1,0,1,0,0,2,0,8
"5098","Kec. Pondok Kubang ","Bengkulu Tengah","Banten",3,0,1,0,1,0,2,0,8,0
"5099","Kec. Enggano ","Bengkulu Utara","Bengkulu",3,3,0,0,1,0,2,0,8,0
"5100","Kec. Kerkap ","Bengkulu Utara","Bengkulu",2,20,3,2,0,1,0,2,0,8
"5101","Kec. Arga Makmur ","Bengkulu Utara","Bengkulu",4,63,4,6,1,4,1,5,4,20
"5102","Kec. Lais ","Bengkulu Utara","Bengkulu",10,15,3,0,0,1,0,2,0,8
"5103","Kec. Padang Jaya ","Bengkulu Utara","Bengkulu",19,1,3,0,1,0,2,0,8,0
"5104","Kec. Ketahun ","Bengkulu Utara","Bengkulu",20,3,3,0,1,0,5,1,20,4
"5105","Kec. Putri Hijau ","Bengkulu Utara","Bengkulu",9,16,2,4,1,1,0,2,0,8
"5106","Kec. Air Besi ","Bengkulu Utara","Bengkulu",2,6,0,1,0,1,0,0,0,0
"5107","Kec. Giri Mulia ","Bengkulu Utara","Bengkulu",0,12,3,0,1,0,0,2,0,8
"5108","Kec. Hulu Palik ","Bengkulu Utara","Bengkulu",0,10,2,2,0,1,4,0,16,0
"5109","Kec. Air Padang ","Bengkulu Utara","Bengkulu",3,0,1,0,1,0,0,0,0,0
"5110","Kec. Arma Jaya ","Bengkulu Utara","Bengkulu",5,1,2,0,1,0,0,0,0,0
"5111","Kec. Ulok Kupai ","Bengkulu Utara","Bengkulu",4,8,0,3,0,1,0,2,0,8
"5112","Kecamatan Marga Sakti Sebelat ","Bengkulu Utara","Bengkulu",3,0,0,0,2,0,0,0,0,0
"5113","Kecamatan Pinang Raya ","Bengkulu Utara","Bengkulu",8,0,2,0,2,0,0,0,0,0
"5114","Kec. Selebar ","Bengkulu","Bengkulu",28,31,1,6,3,1,6,1,24,4
"5115","Kec. Gading Cempaka ","Bengkulu","Bengkulu",47,12,3,5,5,0,6,2,24,8
"5116","Kec. Teluk Segara ","Bengkulu","Bengkulu",25,15,4,1,0,2,0,4,0,16
"5117","Kec. Muara Bangkahulu ","Bengkulu","Bengkulu",13,45,3,5,1,2,3,1,12,4
"5118","Kec. Kampung Melayu ","Bengkulu","Bengkulu",12,0,3,0,1,0,2,0,8,0
"5119","Kec. Ratu Agung ","Bengkulu","Bengkulu",53,14,8,0,5,1,10,2,40,8
"5120","Kec. Ratu Samban ","Bengkulu","Bengkulu",42,25,3,6,2,1,1,5,4,20
"5121","Kec. Sungai Serut ","Bengkulu","Bengkulu",0,11,0,3,0,1,0,2,0,8
"5122","Kec. Singaran Pati ","Bengkulu","Bengkulu",11,25,0,6,1,1,3,1,12,4
"5123","Kec. Lebong Selatan ","Lebong","Bengkulu",12,0,3,0,2,0,4,0,16,0
"5124","Kec. Lebong Utara ","Lebong","Bengkulu",13,8,3,0,1,0,1,1,4,4
"5125","Kec. Lebong Atas ","Lebong","Bengkulu",14,0,3,0,1,0,0,1,0,4
"5126","Kec. Topos ","Lebong","Bengkulu",10,0,3,0,1,0,2,0,8,0
"5127","Kec. Lebong Sakti ","Lebong","Bengkulu",20,11,3,2,3,1,3,1,12,4
"5128","Kec. Amen ","Lebong","Bengkulu",3,0,0,1,1,0,1,1,4,4
"5129","Kec. Pinang Belapis ","Lebong","Bengkulu",3,0,1,0,1,0,4,0,16,0
"5130","Kec. Kaur Selatan ","Kaur","Bengkulu",1,35,7,3,1,3,4,3,16,12
"5131","Kec. Kaur Tengah ","Kaur","Bengkulu",8,8,3,2,1,0,0,1,0,4
"5132","Kec. Kaur Utara ","Kaur","Bengkulu",17,4,1,2,1,1,0,2,0,8
"5133","Kec. Maje ","Kaur","Bengkulu",0,12,0,3,0,1,0,1,0,4
"5134","Kec. Nasal ","Kaur","Bengkulu",1,0,0,0,1,0,0,0,0,0
"5135","Kec. Kinal ","Kaur","Bengkulu",2,5,0,1,0,1,0,0,0,0
"5136","Kec. Tanjung Kemuning ","Kaur","Bengkulu",0,20,0,4,0,1,0,2,0,8
"5137","Kec. Luas ","Kaur","Bengkulu",13,8,4,0,1,1,0,0,0,0
"5138","Kec. Muara Sahung ","Kaur","Bengkulu",2,4,0,1,1,0,0,2,0,8
"5139","Kec. Lungkang Kule ","Kaur","Bengkulu",0,7,2,2,0,1,1,1,4,4
"5140","Kec. ","Rejang Lebong","Bengkulu",17,3,2,1,1,0,2,0,8,0
"5141","Kec. Padang Ulang Tanding ","Rejang Lebong","Bengkulu",5,1,0,2,0,1,1,0,4,0
"5142","Kec. Curup ","Rejang Lebong","Bengkulu",42,11,6,2,3,1,5,2,20,8
"5143","Kec. Sindang Kelingi ","Rejang Lebong","Bengkulu",5,6,2,0,1,0,0,0,0,0
"5144","Kec. Bermani Ulu ","Rejang Lebong","Bengkulu",12,9,7,2,7,1,2,1,8,4
"5145","Kec. Selupu Rejang ","Rejang Lebong","Bengkulu",6,5,1,2,1,0,1,1,4,4
"5146","Kec. Sindang Beliti Ilir ","Rejang Lebong","Bengkulu",4,0,0,0,1,0,2,0,8,0
"5147","Kec. Bindu Riang ","Rejang Lebong","Bengkulu",10,5,2,1,0,3,1,1,4,4
"5148","Kec. Sindang Beliti Ulu ","Rejang Lebong","Bengkulu",4,1,1,0,1,0,0,1,0,4
"5149","Kec. Sindang Dataran ","Rejang Lebong","Bengkulu",4,3,3,0,1,0,2,0,8,0
"5150","Kec. Curup Selatan ","Rejang Lebong","Bengkulu",16,9,3,0,0,1,0,0,0,0
"5151","Kec. Curup Tengah ","Rejang Lebong","Bengkulu",9,7,1,2,1,1,2,2,8,8
"5152","Kec. Curup Utara ","Rejang Lebong","Bengkulu",3,16,0,3,1,0,0,2,0,8
"5153","Kec. Curup Timur ","Rejang Lebong","Bengkulu",3,29,0,3,1,0,1,1,4,4
"5154","Kec. Manna ","Bengkulu Selatan","Bengkulu",0,25,0,2,0,1,0,2,0,8
"5155","Kec. Seginim ","Bengkulu Selatan","Bengkulu",0,23,0,3,0,1,0,2,0,8
"5156","Kec. Pino ","Bengkulu Selatan","Bengkulu",16,11,2,2,2,0,4,0,16,0
