"","Kecamatan","Kab.Kota","Provinsi","Kelas.RusakPerc","Lab.RusakPerc","Perpus.RusakPerc","Toilet.Guru.L.RusakPerc","Toilet.Guru.P.RusakPerc","Toilet.Murid.L.RusakPerc","Toilet.Murid.P.RusakPerc"
"5081","Kec. Muara Kemumu ","Kepahiang","Bengkulu",0.5,0,0,NA,NA,NA,NA
"5082","Kec. ","Kepahiang","Bengkulu",1,1,0,1,1,1,1
"5083","Kec. Merigi ","Kepahiang","Bengkulu",0.26,0.33,0.5,0.17,0.17,0.17,0.17
"5084","Kec. Talo ","Seluma","Banten",0.5,1,1,0.5,0.5,0.5,0.5
"5085","Kec. Seluma ","Seluma","Banten",0.12,0,0.5,1,1,1,1
"5086","Kec. Sukaraja ","Seluma","Banten",0,0,0,1,1,1,1
"5087","Kec. Semidang Alas Maras ","Seluma","Banten",0.26,0,0,0.5,0.5,0.5,0.5
"5088","Kec. Semidang Alas ","Seluma","Banten",0.1,0,0,0,0,0,0
"5089","Kec. Ilir Talo ","Seluma","Banten",0.5,1,1,NA,NA,NA,NA
"5090","Kec. Seluma Selatan ","Seluma","Banten",0.67,0.5,0,NA,NA,NA,NA
"5091","Kec. Air Periukan ","Seluma","Banten",0,0,0,0.5,0.5,0.5,0.5
"5092","Kec. Talang Empat ","Bengkulu Tengah","Banten",0.74,0.5,0.33,0.67,0.67,0.67,0.67
"5093","Kec. Karang Tinggi ","Bengkulu Tengah","Banten",0,0.25,0,0,0,0,0
"5094","Kec. Taba Penanjung ","Bengkulu Tengah","Banten",0.42,0.33,0,1,1,1,1
"5095","Kec. Pagar Jati ","Bengkulu Tengah","Banten",1,0,0,0.5,0.5,0.5,0.5
"5096","Kec. Pondok Kelapa ","Bengkulu Tengah","Banten",0.02,0,0,0,0,0,0
"5097","Kec. Pematang Tiga ","Bengkulu Tengah","Banten",0,0,0,1,1,1,1
"5098","Kec. Pondok Kubang ","Bengkulu Tengah","Banten",0,0,0,0,0,0,0
"5099","Kec. Enggano ","Bengkulu Utara","Bengkulu",0.5,NA,0,0,0,0,0
"5100","Kec. Kerkap ","Bengkulu Utara","Bengkulu",0.91,0.4,1,1,1,1,1
"5101","Kec. Arga Makmur ","Bengkulu Utara","Bengkulu",0.94,0.6,0.8,0.83,0.83,0.83,0.83
"5102","Kec. Lais ","Bengkulu Utara","Bengkulu",0.6,0,1,1,1,1,1
"5103","Kec. Padang Jaya ","Bengkulu Utara","Bengkulu",0.05,0,0,0,0,0,0
"5104","Kec. Ketahun ","Bengkulu Utara","Bengkulu",0.13,0,0,0.17,0.17,0.17,0.17
"5105","Kec. Putri Hijau ","Bengkulu Utara","Bengkulu",0.64,0.67,0.5,1,1,1,1
"5106","Kec. Air Besi ","Bengkulu Utara","Bengkulu",0.75,1,1,NA,NA,NA,NA
"5107","Kec. Giri Mulia ","Bengkulu Utara","Bengkulu",1,0,0,1,1,1,1
"5108","Kec. Hulu Palik ","Bengkulu Utara","Bengkulu",1,0.5,1,0,0,0,0
"5109","Kec. Air Padang ","Bengkulu Utara","Bengkulu",0,0,0,NA,NA,NA,NA
"5110","Kec. Arma Jaya ","Bengkulu Utara","Bengkulu",0.17,0,0,NA,NA,NA,NA
"5111","Kec. Ulok Kupai ","Bengkulu Utara","Bengkulu",0.67,1,1,1,1,1,1
"5112","Kecamatan Marga Sakti Sebelat ","Bengkulu Utara","Bengkulu",0,NA,0,NA,NA,NA,NA
"5113","Kecamatan Pinang Raya ","Bengkulu Utara","Bengkulu",0,0,0,NA,NA,NA,NA
"5114","Kec. Selebar ","Bengkulu","Bengkulu",0.53,0.86,0.25,0.14,0.14,0.14,0.14
"5115","Kec. Gading Cempaka ","Bengkulu","Bengkulu",0.2,0.62,0,0.25,0.25,0.25,0.25
"5116","Kec. Teluk Segara ","Bengkulu","Bengkulu",0.38,0.2,1,1,1,1,1
"5117","Kec. Muara Bangkahulu ","Bengkulu","Bengkulu",0.78,0.62,0.67,0.25,0.25,0.25,0.25
"5118","Kec. Kampung Melayu ","Bengkulu","Bengkulu",0,0,0,0,0,0,0
"5119","Kec. Ratu Agung ","Bengkulu","Bengkulu",0.21,0,0.17,0.17,0.17,0.17,0.17
"5120","Kec. Ratu Samban ","Bengkulu","Bengkulu",0.37,0.67,0.33,0.83,0.83,0.83,0.83
"5121","Kec. Sungai Serut ","Bengkulu","Bengkulu",1,1,1,1,1,1,1
"5122","Kec. Singaran Pati ","Bengkulu","Bengkulu",0.69,1,0.5,0.25,0.25,0.25,0.25
"5123","Kec. Lebong Selatan ","Lebong","Bengkulu",0,0,0,0,0,0,0
"5124","Kec. Lebong Utara ","Lebong","Bengkulu",0.38,0,0,0.5,0.5,0.5,0.5
"5125","Kec. Lebong Atas ","Lebong","Bengkulu",0,0,0,1,1,1,1
"5126","Kec. Topos ","Lebong","Bengkulu",0,0,0,0,0,0,0
"5127","Kec. Lebong Sakti ","Lebong","Bengkulu",0.35,0.4,0.25,0.25,0.25,0.25,0.25
"5128","Kec. Amen ","Lebong","Bengkulu",0,1,0,0.5,0.5,0.5,0.5
"5129","Kec. Pinang Belapis ","Lebong","Bengkulu",0,0,0,0,0,0,0
"5130","Kec. Kaur Selatan ","Kaur","Bengkulu",0.97,0.3,0.75,0.43,0.43,0.43,0.43
"5131","Kec. Kaur Tengah ","Kaur","Bengkulu",0.5,0.4,0,1,1,1,1
"5132","Kec. Kaur Utara ","Kaur","Bengkulu",0.19,0.67,0.5,1,1,1,1
"5133","Kec. Maje ","Kaur","Bengkulu",1,1,1,1,1,1,1
"5134","Kec. Nasal ","Kaur","Bengkulu",0,NA,0,NA,NA,NA,NA
"5135","Kec. Kinal ","Kaur","Bengkulu",0.71,1,1,NA,NA,NA,NA
"5136","Kec. Tanjung Kemuning ","Kaur","Bengkulu",1,1,1,1,1,1,1
"5137","Kec. Luas ","Kaur","Bengkulu",0.38,0,0.5,NA,NA,NA,NA
"5138","Kec. Muara Sahung ","Kaur","Bengkulu",0.67,1,0,1,1,1,1
"5139","Kec. Lungkang Kule ","Kaur","Bengkulu",1,0.5,1,0.5,0.5,0.5,0.5
"5140","Kec. ","Rejang Lebong","Bengkulu",0.15,0.33,0,0,0,0,0
"5141","Kec. Padang Ulang Tanding ","Rejang Lebong","Bengkulu",0.17,1,1,0,0,0,0
"5142","Kec. Curup ","Rejang Lebong","Bengkulu",0.21,0.25,0.25,0.29,0.29,0.29,0.29
"5143","Kec. Sindang Kelingi ","Rejang Lebong","Bengkulu",0.55,0,0,NA,NA,NA,NA
"5144","Kec. Bermani Ulu ","Rejang Lebong","Bengkulu",0.43,0.22,0.12,0.33,0.33,0.33,0.33
"5145","Kec. Selupu Rejang ","Rejang Lebong","Bengkulu",0.45,0.67,0,0.5,0.5,0.5,0.5
"5146","Kec. Sindang Beliti Ilir ","Rejang Lebong","Bengkulu",0,NA,0,0,0,0,0
"5147","Kec. Bindu Riang ","Rejang Lebong","Bengkulu",0.33,0.33,1,0.5,0.5,0.5,0.5
"5148","Kec. Sindang Beliti Ulu ","Rejang Lebong","Bengkulu",0.2,0,0,1,1,1,1
"5149","Kec. Sindang Dataran ","Rejang Lebong","Bengkulu",0.43,0,0,0,0,0,0
"5150","Kec. Curup Selatan ","Rejang Lebong","Bengkulu",0.36,0,1,NA,NA,NA,NA
"5151","Kec. Curup Tengah ","Rejang Lebong","Bengkulu",0.44,0.67,0.5,0.5,0.5,0.5,0.5
"5152","Kec. Curup Utara ","Rejang Lebong","Bengkulu",0.84,1,0,1,1,1,1
"5153","Kec. Curup Timur ","Rejang Lebong","Bengkulu",0.91,1,0,0.5,0.5,0.5,0.5
"5154","Kec. Manna ","Bengkulu Selatan","Bengkulu",1,1,1,1,1,1,1
"5155","Kec. Seginim ","Bengkulu Selatan","Bengkulu",1,1,1,1,1,1,1
"5156","Kec. Pino ","Bengkulu Selatan","Bengkulu",0.41,0.5,0,0,0,0,0
"5157","Kec. ","Bengkulu Selatan","Bengkulu",0.61,0.75,0.75,0.43,0.43,0.43,0.43
"5158","Kec. Pinoraya ","Bengkulu Selatan","Bengkulu",0.24,1,0,0,0,0,0
"5159","Kec. Kedurang ","Bengkulu Selatan","Bengkulu",0.72,1,1,0.5,0.5,0.5,0.5
"5160","Kec. Bunga Mas ","Bengkulu Selatan","Bengkulu",1,1,1,1,1,1,1
"5161","Kec. Pasar Manna ","Bengkulu Selatan","Bengkulu",0.26,0.33,0.2,0,0,0,0
"5162","Kec. Ulu Manna ","Bengkulu Selatan","Bengkulu",0,NA,0,NA,NA,NA,NA
"5163","Kec. Ternate Selatan ","Ternate","Lampung",0.52,0.36,0.57,0,0,0,0
"5164","Kec. Ternate Utara ","Ternate","Lampung",0.28,0.25,0.2,0.3,0.3,0.3,0.3
"5165","Kec. Moti ","Ternate","Lampung",0,0,0,0,0,0,0
"5166","Kec. Pulau Batang Dua ","Ternate","Lampung",0,0,0,NA,NA,NA,NA
"5167","Kec. Ternate Tengah ","Ternate","Lampung",0.41,0.17,0,0.17,0.17,0.17,0.17
"5168","Kec. Pulau Hiri ","Ternate","Lampung",0,0,0,NA,NA,NA,NA
"5169","Kec. Ternate Barat ","Ternate","Lampung",0,0.5,0,NA,NA,NA,NA
"5170","Kec. Tidore Selatan ","Tidore Kepulauan","Lampung",0.27,0.33,1,0.5,0.5,0.5,0.5
"5171","Kec. Tidore Utara ","Tidore Kepulauan","Lampung",0.52,0.75,1,NA,NA,NA,NA
"5172","Kec. Oba ","Tidore Kepulauan","Lampung",0,0,0.33,NA,NA,NA,NA
"5173","Kec. Oba Utara ","Tidore Kepulauan","Lampung",0.61,0.55,0.33,NA,NA,NA,NA
"5174","Kec. Oba Tengah ","Tidore Kepulauan","Lampung",0,0,0,NA,NA,NA,NA
"5175","Kec. Oba Selatan ","Tidore Kepulauan","Lampung",0.11,0.5,0,NA,NA,NA,NA
"5176","Kec. Tidore ","Tidore Kepulauan","Lampung",0.08,0.25,0,0,0,0,0
"5177","Kec. Tidore Timur ","Tidore Kepulauan","Lampung",0.14,0,0,0.5,0.5,0.5,0.5
"5178","Kec. Tobelo ","halmahera Utara",NA,0.47,0.89,0.4,0.33,0.33,0.33,0.33
"5179","Kec. Tobelo Selatan ","halmahera Utara",NA,0.78,0.5,0.5,1,1,1,1
"5180","Kec. Kao ","halmahera Utara",NA,0.56,1,1,NA,NA,NA,NA
"5181","Kec. Galela ","halmahera Utara",NA,0.52,1,0,NA,NA,NA,NA
"5182","Kec. Malifut ","halmahera Utara",NA,0,0,0,NA,NA,NA,NA
"5183","Kec. Tobelo Utara ","halmahera Utara",NA,0,0,0,0,0,0,0
"5184","Kec. Tobelo Tengah ","halmahera Utara",NA,0,NA,NA,NA,NA,NA,NA
"5185","Kec. Tobelo Barat ","halmahera Utara",NA,0,NA,0,NA,NA,NA,NA
"5186","Kec. Galela Barat ","halmahera Utara",NA,0,0,0,NA,NA,NA,NA
"5187","Kec. Galela Utara ","halmahera Utara",NA,0,0,0,NA,NA,NA,NA
"5188","Kec. Loloda Kepulauan ","halmahera Utara",NA,0,0,0,NA,NA,NA,NA
"5189","Kec. Kao Utara ","halmahera Utara",NA,0.61,0.33,1,NA,NA,NA,NA
"5190","Kec. Kao Barat ","halmahera Utara",NA,0,0,0,0,0,0,0
"5191","Kec. Bacan Timur ","Halmahera Selatan","Lampung",0.41,0.8,0.25,NA,NA,NA,NA
"5192","Kec. Bacan Barat ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5193","Kec. Bacan ","Halmahera Selatan","Lampung",0,0,0,0.5,0.5,0.5,0.5
"5194","Kec. Obi ","Halmahera Selatan","Lampung",0,0,0.33,0,0,0,0
"5195","Kec. Gane Barat ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5196","Kec. Gane Timur ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5197","Kec. Kayoa ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5198","Kec. Pulau Makian ","Halmahera Selatan","Lampung",0.39,0.17,0.25,0.5,0.5,0.5,0.5
"5199","Kec. Obi Selatan ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5200","Kec. Obi Barat ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5201","Kec. Obi Timur ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5202","Kec. Obi Utara ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5203","Kec. Mandioli Selatan ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5204","Kec. Mandioli Utara ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5205","Kec. Bacan Selatan ","Halmahera Selatan","Lampung",0.3,0.5,1,0,0,0,0
"5206","Kec. Kepulauan Botang Lomang ","Halmahera Selatan","Lampung",0,0,0,0,0,0,0
"5207","Kec. Bacan Timur Selatan ","Halmahera Selatan","Lampung",0.59,0.64,0.6,NA,NA,NA,NA
"5208","Kec. Bacan Timur Tengah ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5209","Kec. Kasiruta Barat ","Halmahera Selatan","Lampung",0,NA,NA,NA,NA,NA,NA
"5210","Kec. Kayoa Barat ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5211","Kec. Kayoa Selatan ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5212","Kec. Kayoa Utara ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5213","Kec. Makian Barat ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5214","Kec. Kepulauan Joronga ","Halmahera Selatan","Lampung",0,NA,NA,NA,NA,NA,NA
"5215","Kec. Gane Timur Tengah ","Halmahera Selatan","Lampung",0,0,0,NA,NA,NA,NA
"5216","Kec. Gane Timur Selatan ","Halmahera Selatan","Lampung",1,1,1,1,1,1,1
"5217","Kec. Gane Barat Selatan ","Halmahera Selatan","Lampung",0.18,0.6,0.5,NA,NA,NA,NA
"5218","Kec. Gane Barat Utara ","Halmahera Selatan","Lampung",0.6,1,0.5,NA,NA,NA,NA
"5219","Kec. Taliabu Barat ","Pulau Taliabu","Lampung",0.38,0.5,0.5,NA,NA,NA,NA
"5220","Kec. Taliabu Barat Laut ","Pulau Taliabu","Lampung",1,1,1,NA,NA,NA,NA
"5221","Kec. Lede ","Pulau Taliabu","Lampung",0,0,0,NA,NA,NA,NA
"5222","Kec. Taliabu Utara ","Pulau Taliabu","Lampung",0.19,0.25,0,NA,NA,NA,NA
"5223","Kec. Taliabu Timur ","Pulau Taliabu","Lampung",0,1,0,NA,NA,NA,NA
"5224","Kec. Taliabu Timur Selatan ","Pulau Taliabu","Lampung",0,0.5,0.5,NA,NA,NA,NA
"5225","Kec. Taliabu Selatan ","Pulau Taliabu","Lampung",0,0.25,0,NA,NA,NA,NA
"5226","Kec. Weda ","Halmahera Tengah","Lampung",0.03,0,0,NA,NA,NA,NA
"5227","Kec. Pulau Gebe ","Halmahera Tengah","Lampung",0.58,1,1,NA,NA,NA,NA
"5228","Kec. Patani ","Halmahera Tengah","Lampung",0.33,0.38,0.33,NA,NA,NA,NA
"5229","Kec. Weda Utara ","Halmahera Tengah","Lampung",0.78,0.5,0,NA,NA,NA,NA
"5230","Kec. Weda Selatan ","Halmahera Tengah","Lampung",0.88,0.25,0,NA,NA,NA,NA
"5231","Kec. Patani Utara ","Halmahera Tengah","Lampung",0.95,0.5,0.5,NA,NA,NA,NA
"5232","Kec. Weda Timur ","Halmahera Tengah","Lampung",0.17,0,0,NA,NA,NA,NA
"5233","Kec. Patani Timur ","Halmahera Tengah","Lampung",1,0,0,NA,NA,NA,NA
"5234","Kec. Sahu ","Halmahera Barat","Lampung",0,0.14,0.25,NA,NA,NA,NA
"5235","Kec. Ibu ","Halmahera Barat","Lampung",0,0,0,0.12,0.12,0.12,0.12
"5236","Kec. Loloda ","Halmahera Barat","Lampung",1,1,1,NA,NA,NA,NA
"5237","Kec. Jailolo Selatan ","Halmahera Barat","Lampung",0,0,0,0.5,0.5,0.5,0.5
"5238","Kec. Jailolo ","Halmahera Barat","Lampung",0.58,0.33,0.5,1,1,1,1
"5239","Kec. Sahu Timur ","Halmahera Barat","Lampung",0,0,0,NA,NA,NA,NA
"5240","Kec. Ibu Selatan ","Halmahera Barat","Lampung",0,0,0,NA,NA,NA,NA
"5241","Kec. Jailolo Timur ","Halmahera Barat","Lampung",0,0,0,NA,NA,NA,NA
"5242","Kec. Maba Selatan ","Halmahera Timur","Lampung",0,0,0,NA,NA,NA,NA
"5243","Kec. Wasile Selatan ","Halmahera Timur","Lampung",0.73,0.5,1,NA,NA,NA,NA
"5244","Kec. Wasile ","Halmahera Timur","Lampung",0,0.5,0,0,0,0,0
"5245","Kec. Maba ","Halmahera Timur","Lampung",0.43,0,1,NA,NA,NA,NA
"5246","Kec. Wasile Tengah ","Halmahera Timur","Lampung",0,0,0,NA,NA,NA,NA
"5247","Kec. Wasile Utara ","Halmahera Timur","Lampung",0.08,0.33,0,NA,NA,NA,NA
"5248","Kec. Wasile Timur ","Halmahera Timur","Lampung",0,0.33,0,NA,NA,NA,NA
"5249","Kec. Maba Tengah ","Halmahera Timur","Lampung",0.86,0.33,1,NA,NA,NA,NA
"5250","Kec. Maba Utara ","Halmahera Timur","Lampung",0.67,0.33,1,NA,NA,NA,NA
"5251","Kec. ","Halmahera Timur","Lampung",0.59,0.29,0,NA,NA,NA,NA
"5252","Kec. Sanana ","Kepulauan Sula","Lampung",0.34,0.29,0,1,1,1,1
"5253","Kec. Sula Besi Barat ","Kepulauan Sula","Lampung",0.5,0,0,NA,NA,NA,NA
"5254","Kec. Mangoli Timur ","Kepulauan Sula","Lampung",0,0,0,NA,NA,NA,NA
"5255","Kec. Mangoli Barat ","Kepulauan Sula","Lampung",0,0,0,NA,NA,NA,NA
"5256","Kec. Sula Besi Tengah ","Kepulauan Sula","Lampung",0,0,0,NA,NA,NA,NA
"5257","Kec. Sula Besi Timur ","Kepulauan Sula","Lampung",0.33,0,1,NA,NA,NA,NA
"5258","Kec. Mangoli Tengah ","Kepulauan Sula","Lampung",0,0,0,NA,NA,NA,NA
"5259","Kec. Mangoli Utara ","Kepulauan Sula","Lampung",0.57,1,0.4,NA,NA,NA,NA
"5260","Kec. Sula Besi Selatan ","Kepulauan Sula","Lampung",0,0,0,NA,NA,NA,NA
"5261","Kec. Morotai Selatan Barat ","Kepulauan Morotai",NA,0.14,0,0,0.5,0.5,0.5,0.5
"5262","Kec. Morotai Selatan ","Kepulauan Morotai",NA,0.11,0.15,0,NA,NA,NA,NA
"5263","Kec. Morotai Utara ","Kepulauan Morotai",NA,0.53,1,1,0,0,0,0
"5264","Kec. Morotai Jaya ","Kepulauan Morotai",NA,0,0,0,NA,NA,NA,NA
"5265","Kec. Morotai Timur ","Kepulauan Morotai",NA,0,NA,NA,NA,NA,NA,NA
"5266","Kec. Sumur ","Pandeglang","Banten",0.79,0.5,1,NA,NA,NA,NA
"5267","Kec. Cibaliung ","Pandeglang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5268","Kec. Cikeusik ","Pandeglang","Banten",0,0,0,NA,NA,NA,NA
"5269","Kec. Cigeulis ","Pandeglang","Banten",0,0,0,NA,NA,NA,NA
"5270","Kec. Panimbang ","Pandeglang","Banten",0,NA,0,NA,NA,NA,NA
"5271","Kec. Munjul ","Pandeglang","Banten",0,0,0,0,0,0,0
"5272","Kec. Picung ","Pandeglang","Banten",0,0.33,0.5,0,0,0,0
"5273","Kec. Bojong ","Pandeglang","Banten",1,NA,1,NA,NA,NA,NA
"5274","Kec. Pagelaran ","Pandeglang","Banten",0,NA,0,NA,NA,NA,NA
"5275","Kec. Labuan ","Pandeglang","Banten",0.07,0,0,0.5,0.5,0.5,0.5
"5276","Kec. Menes ","Pandeglang","Banten",0,0,0,0,0,0,0
"5277","Kec. Mandalawangi ","Pandeglang","Banten",1,1,1,1,1,1,1
"5278","Kec. Cimanuk ","Pandeglang","Banten",0.25,0,0.5,NA,NA,NA,NA
"5279","Kec. Banjar ","Pandeglang","Banten",0,0,0,NA,NA,NA,NA
"5280","Kec. Pandeglang ","Pandeglang","Banten",0,NA,0,NA,NA,NA,NA
"5281","Kec. Cadasari ","Pandeglang","Banten",0.1,1,0,NA,NA,NA,NA
"5282","Kec. Karang Tanjung ","Pandeglang","Banten",0,0,0,0.25,0.25,0.25,0.25
"5283","Kec. Kaduhejo ","Pandeglang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5284","Kec. Cikedal ","Pandeglang","Banten",0.17,0.33,0,0.25,0.25,0.25,0.25
"5285","Kec. Cisata ","Pandeglang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5286","Kec. Carita ","Pandeglang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5287","Kec. Sukaresmi ","Pandeglang","Banten",0,NA,NA,NA,NA,NA,NA
"5288","Kec. Sindangresmi ","Pandeglang","Banten",0,NA,1,NA,NA,NA,NA
"5289","Kec. Pulosari ","Pandeglang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5290","Kec. Majasari ","Pandeglang","Banten",0.1,0.15,0.43,0.2,0.2,0.2,0.2
"5291","Kec. Sobang ","Pandeglang","Banten",0,0,0,NA,NA,NA,NA
"5292","Kec. Cisoka ","Tangerang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5293","Kec. Tiga raksa ","Tangerang","Banten",0.1,0,0,0.2,0.2,0.2,0.2
"5294","Kec. Cikupa ","Tangerang","Banten",0.02,0,0,0.33,0.33,0.33,0.33
"5295","Kec. Panongan ","Tangerang","Banten",0.02,0,0,0.12,0.12,0.12,0.12
"5296","Kec. Curug ","Tangerang","Banten",0,0,0,0.06,0.06,0.06,0.06
"5297","Kec. Legok ","Tangerang","Banten",0,0,0,0,0,0,0
"5298","Kec. Pagedangan ","Tangerang","Banten",0,0,0,0.17,0.17,0.17,0.17
"5299","Kec. Pasar Kemis ","Tangerang","Banten",0.01,0,0,0.21,0.21,0.21,0.21
"5300","Kec. Balaraja ","Tangerang","Banten",0,0,0,0.08,0.08,0.08,0.08
"5301","Kec. Kresek ","Tangerang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5302","Kec. Kronjo ","Tangerang","Banten",0,0,0,0.25,0.25,0.25,0.25
"5303","Kec. Mauk ","Tangerang","Banten",0,0.2,0,0.25,0.25,0.25,0.25
"5304","Kec. Rajeg ","Tangerang","Banten",0,0,0.09,0.17,0.17,0.17,0.17
"5305","Kec. Sepatan ","Tangerang","Banten",0.04,0,0,0,0,0,0
"5306","Kec. Pakuhaji ","Tangerang","Banten",0,0,0,0.17,0.17,0.17,0.17
"5307","Kec. Teluk naga ","Tangerang","Banten",0.2,0.12,0.17,0.17,0.17,0.17,0.17
"5308","Kec. Kosambi ","Tangerang","Banten",0,0,0,0.07,0.07,0.07,0.07
"5309","Kec. Jayanti ","Tangerang","Banten",0.07,0,0,0,0,0,0
"5310","Kec. Jambe ","Tangerang","Banten",0,0,0,0,0,0,0
"5311","Kec. Cisauk ","Tangerang","Banten",0.2,0.25,0.2,0,0,0,0
"5312","Kec. Kemiri ","Tangerang","Banten",0.24,0,0.33,0.5,0.5,0.5,0.5
"5313","Kec. Sukadiri ","Tangerang","Banten",0.05,0.17,0.14,0,0,0,0
"5314","Kec. Sukamulya ","Tangerang","Banten",0,0,0,NA,NA,NA,NA
"5315","Kec. Kelapa Dua ","Tangerang","Banten",0,0.05,0,0.04,0.04,0.04,0.04
"5316","Kec. Sindang Jaya ","Tangerang","Banten",0,0,0,0.1,0.1,0.1,0.1
"5317","Kec. Sepatan Timur ","Tangerang","Banten",0,0,0,0,0,0,0
"5318","Kec. Solear ","Tangerang","Banten",0,0,0,0.5,0.5,0.5,0.5
"5319","Kec. Gunung Kaler ","Tangerang","Banten",0.3,0,0,NA,NA,NA,NA
"5320","Kec. Mekar Baru ","Tangerang","Banten",0,NA,0,NA,NA,NA,NA
"5321","Kec. Cinangka ","Serang","Banten",0.21,0.2,0,0.33,0.33,0.33,0.33
"5322","Kec. Padarincang ","Serang","Banten",0.25,0.5,0,NA,NA,NA,NA
"5323","Kec. Ciomas ","Serang","Banten",0,0,0,NA,NA,NA,NA
"5324","Kec. Pabuaran ","Serang","Banten",0,0,0,0,0,0,0
"5325","Kec. Baros ","Serang","Banten",0.32,0.2,0,0,0,0,0
"5326","Kec. Petir ","Serang","Banten",0.53,0.67,0.5,0.5,0.5,0.5,0.5
"5327","Kec. Cikeusal ","Serang","Banten",0,0,0,0,0,0,0
"5328","Kec. Pamarayan ","Serang","Banten",0.72,1,1,0.5,0.5,0.5,0.5
"5329","Kec. Jawilan ","Serang","Banten",0.6,0.67,0,0,0,0,0
"5330","Kec. Kopo ","Serang","Banten",0.37,0.57,0.2,0.75,0.75,0.75,0.75
"5331","Kec. Cikande ","Serang","Banten",0.06,0,0.33,0.38,0.38,0.38,0.38
"5332","Kec. Kragilan ","Serang","Banten",0.45,0.5,0.25,NA,NA,NA,NA
"5333","Kec. Waringinkurung ","Serang","Banten",0.18,0,0.33,0.33,0.33,0.33,0.33
"5334","Kec. Mancak ","Serang","Banten",0.58,0.67,0.5,0,0,0,0
"5335","Kec. Anyar ","Serang","Banten",0,0,0,0.33,0.33,0.33,0.33
"5336","Kec. Bojonegara ","Serang","Banten",0,0,0,0,0,0,0
"5337","Kec. Kramatwatu ","Serang","Banten",0.33,0,0,0,0,0,0
"5338","Kec. Ciruas ","Serang","Banten",0.82,0.86,0.6,0.5,0.5,0.5,0.5
"5339","Kec. Pontang ","Serang","Banten",0.59,0.33,0.25,0,0,0,0
"5340","Kec. Carenang ","Serang","Banten",0.04,0,0,0.5,0.5,0.5,0.5
"5341","Kec. Tirtayasa ","Serang","Banten",0.9,1,1,NA,NA,NA,NA
"5342","Kec. Tunjung Teja ","Serang","Banten",0,NA,0,NA,NA,NA,NA
"5343","Kec. Kibin ","Serang","Banten",0.11,0,0,NA,NA,NA,NA
"5344","Kec. Pulo Ampel ","Serang","Banten",0,0,0,NA,NA,NA,NA
"5345","Kec. Binuang ","Serang","Banten",0.1,0,0.33,0.33,0.33,0.33,0.33
"5346","Kec. Tanara ","Serang","Banten",0.67,1,0.5,0.5,0.5,0.5,0.5
"5347","Kec. Gunung Sari ","Serang","Banten",0.8,1,0.5,0.75,0.75,0.75,0.75
"5348","Kec. Bandung ","Serang","Banten",0,0,0,NA,NA,NA,NA
"5349","Kec. Lebak Wangi ","Serang","Banten",0,NA,0,NA,NA,NA,NA
"5350","Kec. Ciwandan ","Cilegon","Banten",0.16,0.5,0.2,0.75,0.75,0.75,0.75
"5351","Kec. Pulomerak ","Cilegon","Banten",0,0,0,0.5,0.5,0.5,0.5
"5352","Kec. Cilegon ","Cilegon","Banten",1,1,1,0.5,0.5,0.5,0.5
"5353","Kec. Cibeber ","Cilegon","Banten",0.46,0.5,0.5,0.43,0.43,0.43,0.43
"5354","Kec. Grogol ","Cilegon","Banten",0,0,0,0,0,0,0
"5355","Kec. Purwakarta ","Cilegon","Banten",0.55,0.25,0.17,0.5,0.5,0.5,0.5
"5356","Kec. Jombang ","Cilegon","Banten",0.18,0.19,0.2,0.33,0.33,0.33,0.33
"5357","Kec. Citangkil ","Cilegon","Banten",0.13,0,0,0,0,0,0
"5358","Kec. Ciledug ","Tangerang","Banten",0.04,0,0.12,0.17,0.17,0.17,0.17
"5359","Kec. Cipondoh ","Tangerang","Banten",0.04,0.18,0.07,0.24,0.24,0.24,0.24
"5360","Kec. Tangerang ","Tangerang","Banten",0.18,0.21,0.12,0.2,0.2,0.2,0.2
"5361","Kec. Jati uwung ","Tangerang","Banten",0.2,0,0,0.5,0.5,0.5,0.5
